name,category,M1,M10,M11,M12,M2,M3,M4,M5,M6,M7,M8,M9
AndersonRanch1,Hydro_ZeroK,14.88,14.88,14.4,14.88,13.44,14.88,14.4,14.88,14.4,14.88,14.88,14.4
AndersonRanch2,Hydro_ZeroK,14.88,14.88,14.4,14.88,13.44,14.88,14.4,14.88,14.4,14.88,14.88,14.4
Angels,LCGS_CA_hydro,0.305039997,0.260399996,0.237600009,0.24552001,0.302399992,0.327359999,0.396000009,0.535680022,0.532800007,0.535680022,0.468719996,0.338399999
ArenaDrop,Hydro_ZeroK,0.334799991,0.334799991,0.323999991,0.334799991,0.302399992,0.334799991,0.323999991,0.334799991,0.323999991,0.334799991,0.334799991,0.323999991
ArizonaFalls,Hydro_ZeroK,0.558,0.558,0.54,0.558,0.504,0.558,0.54,0.558,0.54,0.558,0.558,0.54
Arrow_Lake1,Hydro_ZeroK,75.67968089,75.67968089,73.23840086,75.67968089,68.35584081,75.67968089,73.23840086,75.67968089,73.23840086,75.67968089,75.67968089,73.23840086
Arrow_Lake2,Hydro_ZeroK,75.67968089,75.67968089,73.23840086,75.67968089,68.35584081,75.67968089,73.23840086,75.67968089,73.23840086,75.67968089,75.67968089,73.23840086
Ash_River_1,Hydro,20.69807977,20.69807977,20.03039978,20.69807977,18.69503979,20.69807977,20.03039978,20.69807977,20.03039978,20.69807977,20.69807977,20.03039978
Ashlu_Creek_1,Hydro_ZeroK,12.23136039,12.23136039,11.83680038,12.23136039,11.04768036,12.23136039,11.83680038,12.23136039,11.83680038,12.23136039,12.23136039,11.83680038
Ashlu_Creek_2,Hydro_ZeroK,12.23136039,12.23136039,11.83680038,12.23136039,11.04768036,12.23136039,11.83680038,12.23136039,11.83680038,12.23136039,12.23136039,11.83680038
Ashlu_Creek_3,Hydro_ZeroK,12.23136039,12.23136039,11.83680038,12.23136039,11.04768036,12.23136039,11.83680038,12.23136039,11.83680038,12.23136039,12.23136039,11.83680038
Azusa,Hydro_ZeroK,0.922560007,0.766319978,0.82079999,0.915120014,0.853439987,0.892800036,0.914399986,1.294560007,1.224000035,1.145759972,0.952319978,0.741599979
Balch2-2,Hydro,39.06,39.06,37.8,39.06,35.28,39.06,40.29119934,43.4272792,41.70239868,41.18039886,39.06,37.8
Balch2-3,Hydro,40.62239886,40.62239886,39.3119989,40.62239886,36.69119897,40.62239886,41.90400055,45.16823932,43.37280121,42.83207977,40.62239886,39.3119989
BarberDamGEN1,Hydro_ZeroK,3.050399929,3.050399929,2.951999932,3.050399929,2.755199936,3.050399929,2.951999932,3.050399929,2.951999932,3.050399929,3.050399929,2.951999932
Barrier,Hydro,8.332799859,8.332799859,8.063999863,8.332799859,7.526399872,8.332799859,8.063999863,8.332799859,8.063999863,8.332799859,8.332799859,8.063999863
Bear_Creek,LCGS_CA_hydro,1.086240028,0.915120014,0.842399969,0.877919961,1.075200016,1.175520032,1.411200027,1.926959936,1.908000068,1.904639958,1.674,1.202399969
Bearspaw_1,Hydro,12.648,12.648,12.24,12.648,11.424,12.648,12.24,12.648,12.24,12.648,12.648,12.24
Belden_1,Hydro,88.536,88.536,85.68,88.536,79.968,88.536,85.68,88.536,85.68,88.536,88.536,85.68
Bend1,Hydro_ZeroK,0.148800002,0.148800002,0.144000002,0.148800002,0.134400002,0.148800002,0.144000002,0.148800002,0.144000002,0.148800002,0.148800002,0.144000002
Bend2,Hydro_ZeroK,0.260399996,0.260399996,0.251999996,0.260399996,0.235199996,0.260399996,0.251999996,0.260399996,0.251999996,0.260399996,0.260399996,0.251999996
Bend3,Hydro_ZeroK,0.416640001,0.416640001,0.403200001,0.416640001,0.376320001,0.416640001,0.403200001,0.416640001,0.403200001,0.416640001,0.416640001,0.403200001
Betasso_Hydro,Hydro_ZeroK,2.232,2.232,2.16,2.232,2.016,2.232,2.16,2.232,2.16,2.232,2.232,2.16
BidwellDitchGEN1,Hydro_ZeroK,0.386879986,0.327359999,0.302399991,0.319920005,0.389759989,0.424079995,0.511199985,0.691920005,0.691199985,0.684480013,0.602640001,0.432000017
BigCreek1-1,Hydro,14.136,14.136,13.68,14.136,12.768,14.136,13.75920044,14.36663961,14.08319962,14.136,14.136,13.68
BigCreek1-2,Hydro,11.21207977,11.21207977,10.85039978,11.21207977,10.12703979,11.21207977,10.90799973,11.39064031,11.16720017,11.21207977,11.21207977,10.85039978
BigCreek1-3,Hydro,15.42311966,15.42311966,14.92559967,15.42311966,13.93055969,15.42311966,15.00480011,15.67607977,15.36480011,15.42311966,15.42311966,14.92559967
BigCreek1-4,Hydro,22.28280057,22.28280057,21.56400055,22.28280057,20.12640051,22.28280057,21.67920044,22.63992023,22.19759994,22.28280057,22.28280057,21.56400055
BigCreek2-3,Hydro,9.947279918,9.947279918,9.626399921,9.947279918,8.984639926,9.947279918,9.626399921,9.947279918,9.626399921,9.947279918,9.947279918,9.626399921
BigCreek2-4,Hydro,9.947279918,9.947279918,9.626399921,9.947279918,8.984639926,9.947279918,9.626399921,9.947279918,9.626399921,9.947279918,9.947279918,9.626399921
BigCreek2-5,Hydro,11.08559972,11.08559972,10.72799973,11.08559972,10.01279974,11.08559972,10.72799973,11.08559972,10.72799973,11.08559972,11.08559972,10.72799973
BigCreek2-6,Hydro,11.08559972,11.08559972,10.72799973,11.08559972,10.01279974,11.08559972,10.72799973,11.08559972,10.72799973,11.08559972,11.08559972,10.72799973
BigCreek2A-1,Hydro,45.012,45.012,43.56,45.012,40.656,45.012,43.56,45.012,43.56,45.012,45.012,43.56
BigCreek2A-2,Hydro,45.012,45.012,43.56,45.012,40.656,45.012,43.56,45.012,43.56,45.012,45.012,43.56
BigCreek3-1,Hydro,24.10560114,24.10560114,23.3280011,24.10560114,21.77280103,24.10560114,23.3280011,24.10560114,23.3280011,24.10560114,24.10560114,23.3280011
BigCreek3-2,Hydro,24.10560114,24.10560114,23.3280011,24.10560114,21.77280103,24.10560114,23.3280011,24.10560114,23.3280011,24.10560114,24.10560114,23.3280011
BigCreek3-3,Hydro,24.10560114,24.10560114,23.3280011,24.10560114,21.77280103,24.10560114,23.3280011,24.10560114,23.3280011,24.10560114,24.10560114,23.3280011
BigCreek3-4,Hydro,25.52664102,25.52664102,24.70320099,25.52664102,23.05632092,25.52664102,24.70320099,25.52664102,24.70320099,25.52664102,25.52664102,24.70320099
BigCreek3-5,Hydro,25.80935898,25.80935898,24.97679901,25.80935898,23.31167908,25.80935898,24.97679901,25.80935898,24.97679901,25.80935898,25.80935898,24.97679901
BigCreek4-1,Hydro,37.2,37.2,36,37.2,33.6,37.2,36,37.2,36,37.2,37.2,36
BigCreek4-2,Hydro,37.2,37.2,36,37.2,33.6,37.2,36,37.2,36,37.2,37.2,36
BigCreek8-1,Hydro,24.61896011,24.61896011,23.82480011,24.61896011,22.2364801,24.61896011,23.82480011,24.61896011,23.82480011,24.61896011,24.61896011,23.82480011
BigCreek8-2,Hydro,36.9247208,36.9247208,35.73360077,36.9247208,33.35136072,36.9247208,35.73360077,36.9247208,35.73360077,36.9247208,36.9247208,35.73360077
Bighorn_1,Hydro,44.64,44.64,43.2,44.64,40.32,44.64,43.2,44.64,43.2,44.64,44.64,43.2
Bighorn_2,Hydro,44.64,44.64,43.2,44.64,40.32,44.64,43.2,44.64,43.2,44.64,44.64,43.2
BigPine,LCGS_CA_hydro,1.175520032,0.982080039,1.051200027,1.168080039,1.095359997,1.138319978,1.173599996,1.659120014,1.562400055,1.473120014,1.22015999,0.943199959
BigThompson,Hydro_ZeroK,3.348,3.348,3.24,3.348,3.024,3.348,3.24,3.348,3.24,3.348,3.348,3.24
BirchCreek1,Hydro_ZeroK,1.934399929,1.934399929,1.871999932,1.934399929,1.747199936,1.934399929,1.871999932,1.934399929,1.871999932,1.934399929,1.934399929,1.871999932
BlackCanyon1,Hydro_ZeroK,4.955039886,4.955039886,4.79519989,4.955039886,4.475519897,4.955039886,4.79519989,4.955039886,4.79519989,4.955039886,4.955039886,4.79519989
BlackCanyon2,Hydro_ZeroK,4.955039886,4.955039886,4.79519989,4.955039886,4.475519897,4.955039886,4.79519989,4.955039886,4.79519989,4.955039886,4.955039886,4.79519989
BlackCanyon3MV,Hydro_ZeroK,0.119039997,0.119039997,0.115199997,0.119039997,0.107519997,0.119039997,0.115199997,0.119039997,0.115199997,0.119039997,0.119039997,0.115199997
BlackCreek,Hydro_ZeroK,2.752800036,2.752800036,2.664000035,2.752800036,2.486400032,2.752800036,2.664000035,2.752800036,2.664000035,2.752800036,2.752800036,2.664000035
BlackEagle1,Hydro_ZeroK,5.803200142,5.803200142,5.616000138,5.803200142,5.241600128,5.803200142,5.616000138,5.803200142,5.616000138,5.803200142,5.803200142,5.616000138
BlackEagle2,Hydro_ZeroK,5.803200142,5.803200142,5.616000138,5.803200142,5.241600128,5.803200142,5.616000138,5.803200142,5.616000138,5.803200142,5.803200142,5.616000138
BlackEagle3,Hydro_ZeroK,6.249599717,6.249599717,6.047999726,6.249599717,5.644799744,6.249599717,6.047999726,6.249599717,6.047999726,6.249599717,6.249599717,6.047999726
BlindCanyon,Hydro_ZeroK,1.116,1.116,1.08,1.116,1.008,1.116,1.08,1.116,1.08,1.116,1.116,1.08
Bliss1,Hydro,18.6,18.6,18,18.6,16.8,18.6,18,18.6,18,18.6,18.6,18
Bliss2,Hydro,18.6,18.6,18,18.6,16.8,18.6,18,18.6,18,18.6,18.6,18
Bliss3,Hydro,18.6,18.6,18,18.6,16.8,18.6,18,18.6,18,18.6,18.6,18
BlueMesa1,Hydro,32.14080057,32.14080057,31.10400055,32.14080057,29.03040051,32.14080057,31.10400055,32.14080057,31.10400055,32.14080057,32.14080057,31.10400055
BlueMesa2,Hydro,32.14080057,32.14080057,31.10400055,32.14080057,29.03040051,32.14080057,31.10400055,32.14080057,31.10400055,32.14080057,32.14080057,31.10400055
BoiseRDiversion1A,Hydro_ZeroK,0.818400018,0.818400018,0.792000017,0.818400018,0.739200016,0.818400018,0.792000017,0.818400018,0.792000017,0.818400018,0.818400018,0.792000017
BoiseRDiversion2A,Hydro_ZeroK,0.818400018,0.818400018,0.792000017,0.818400018,0.739200016,0.818400018,0.792000017,0.818400018,0.792000017,0.818400018,0.818400018,0.792000017
BoiseRDiversion3A,Hydro_ZeroK,0.818400018,0.818400018,0.792000017,0.818400018,0.739200016,0.818400018,0.792000017,0.818400018,0.792000017,0.818400018,0.818400018,0.792000017
BostonBar1,Hydro_ZeroK,2.209680022,2.209680022,2.138400021,2.209680022,1.995840019,2.209680022,2.138400021,2.209680022,2.138400021,2.209680022,2.209680022,2.138400021
BostonBar2,Hydro_ZeroK,2.209680022,2.209680022,2.138400021,2.209680022,1.995840019,2.209680022,2.138400021,2.209680022,2.138400021,2.209680022,2.209680022,2.138400021
BoulderCanyon1,Hydro_ZeroK,7.44,7.44,7.2,7.44,6.72,7.44,7.2,7.44,7.2,7.44,7.44,7.2
BoulderCanyon2,Hydro_ZeroK,7.44,7.44,7.2,7.44,6.72,7.44,7.2,7.44,7.2,7.44,7.44,7.2
Boundary51,Hydro,117.552,117.552,113.76,117.552,106.176,117.8719146,113.76,117.552,113.76,117.552,117.552,113.76
Boundary52,Hydro,120.1783191,120.1783191,116.3015991,120.1783191,108.5481592,120.1783191,116.3015991,120.1783191,116.3015991,120.1783191,120.1783191,116.3015991
Boundary53,Hydro,117.8719146,117.8719146,114.0695947,117.8719146,106.4649551,117.8719146,114.0695947,117.8719146,114.0695947,117.8719146,117.8719146,114.0695947
Boundary54,Hydro,120.1783191,120.1783191,116.3015991,120.1783191,108.5481592,120.1783191,116.3015991,120.1783191,116.3015991,120.1783191,120.1783191,116.3015991
Boundary55,Hydro,148.829755,148.829755,144.0287952,148.829755,134.4268755,148.829755,144.0287952,148.829755,144.0287952,148.829755,148.829755,144.0287952
Boundary56,Hydro,148.829755,148.829755,144.0287952,148.829755,134.4268755,148.829755,144.0287952,148.829755,144.0287952,148.829755,148.829755,144.0287952
BoxCanyonAVA1,Hydro,20.088,20.088,19.44,20.088,18.144,20.088,19.44,20.088,19.44,20.088,20.088,19.44
BoxCanyonAVA2,Hydro,20.088,20.088,19.44,20.088,18.144,20.088,19.44,20.088,19.44,20.088,20.088,19.44
BoxCanyonAVA3,Hydro,20.088,20.088,19.44,20.088,18.144,20.088,19.44,20.088,19.44,20.088,20.088,19.44
BoxCanyonAVA4,Hydro,15.40080057,15.40080057,14.90400055,15.40080057,13.91040051,15.40080057,14.90400055,15.40080057,14.90400055,15.40080057,15.40080057,14.90400055
BoxCanyonPACW1,Hydro_ZeroK,0.543120014,0.461280004,0.424799981,0.438959981,0.537600008,0.587760016,0.705600014,0.959759972,0.957600031,0.952319978,0.833280004,0.604799981
BoxCanyonPACW2,Hydro_ZeroK,0.543120014,0.461280004,0.424799981,0.438959981,0.537600008,0.587760016,0.705600014,0.959759972,0.957600031,0.952319978,0.833280004,0.604799981
Brandywine1,Hydro_ZeroK,2.797439993,2.797439993,2.707199993,2.797439993,2.526719993,2.797439993,2.707199993,2.797439993,2.707199993,2.797439993,2.797439993,2.707199993
Brandywine2,Hydro_ZeroK,2.797439993,2.797439993,2.707199993,2.797439993,2.526719993,2.797439993,2.707199993,2.797439993,2.707199993,2.797439993,2.797439993,2.707199993
BrazeauHydro1,Hydro,120.528,120.528,116.64,120.528,108.864,120.528,116.64,120.528,116.64,120.528,120.528,116.64
BrazeauHydro2,Hydro,148.8,148.8,144,148.8,134.4,148.8,144,148.8,144,148.8,148.8,144
BridgeRiver1,Hydro,38.06303989,38.06303989,36.83519989,38.06303989,34.3795199,38.06303989,36.83519989,38.06303989,36.83519989,38.06303989,38.06303989,36.83519989
BridgeRiver2,Hydro,38.06303989,38.06303989,36.83519989,38.06303989,34.3795199,38.06303989,36.83519989,38.06303989,36.83519989,38.06303989,38.06303989,36.83519989
BridgeRiver21,Hydro,50.62920227,50.62920227,48.9960022,50.62920227,45.72960205,50.62920227,48.9960022,50.62920227,48.9960022,50.62920227,50.62920227,48.9960022
BridgeRiver22,Hydro,50.62920227,50.62920227,48.9960022,50.62920227,45.72960205,50.62920227,48.9960022,50.62920227,48.9960022,50.62920227,50.62920227,48.9960022
BridgeRiver23,Hydro,50.62920227,50.62920227,48.9960022,50.62920227,45.72960205,50.62920227,48.9960022,50.62920227,48.9960022,50.62920227,50.62920227,48.9960022
BridgeRiver24,Hydro,50.62920227,50.62920227,48.9960022,50.62920227,45.72960205,50.62920227,48.9960022,50.62920227,48.9960022,50.62920227,50.62920227,48.9960022
BridgeRiver3,Hydro,38.06303989,38.06303989,36.83519989,38.06303989,34.3795199,38.06303989,36.83519989,38.06303989,36.83519989,38.06303989,38.06303989,36.83519989
BridgeRiver4,Hydro,38.06303989,38.06303989,36.83519989,38.06303989,34.3795199,38.06303989,36.83519989,38.06303989,36.83519989,38.06303989,38.06303989,36.83519989
Brilliant1,Hydro,27.714,27.714,26.82,27.714,25.032,27.714,26.82,27.714,26.82,27.714,27.714,26.82
Brilliant2,Hydro,27.714,27.714,26.82,27.714,25.032,27.714,26.82,27.714,26.82,27.714,27.714,26.82
Brilliant3,Hydro,27.714,27.714,26.82,27.714,25.032,27.714,26.82,27.714,26.82,27.714,27.714,26.82
Brilliant4,Hydro,27.714,27.714,26.82,27.714,25.032,27.714,26.82,27.714,26.82,27.714,27.714,26.82
BrilliantExp,Hydro,94.23504275,94.23504275,91.19520266,94.23504275,85.11552249,94.23504275,91.19520266,94.23504275,91.19520266,94.23504275,94.23504275,91.19520266
Broadwater,Hydro_ZeroK,7.44,7.44,7.2,7.44,6.72,7.44,7.2,7.44,7.2,7.44,7.44,7.2
BrownLake,Hydro_ZeroK,5.297279915,5.297279915,5.126399918,5.297279915,4.784639923,5.297279915,5.126399918,5.297279915,5.126399918,5.297279915,5.297279915,5.126399918
Brownlee1,Hydro,84.39192022,84.39192022,81.66960022,84.39192022,76.2249602,84.39192022,81.66960022,84.39192022,81.66960022,84.39192022,84.39192022,81.66960022
Brownlee2,Hydro,84.39192022,84.39192022,81.66960022,84.39192022,76.2249602,84.39192022,81.66960022,84.39192022,81.66960022,84.39192022,84.39192022,81.66960022
Brownlee3,Hydro,84.39192022,84.39192022,81.66960022,84.39192022,76.2249602,84.39192022,81.66960022,84.39192022,81.66960022,84.39192022,84.39192022,81.66960022
Brownlee4,Hydro,84.39192022,84.39192022,81.66960022,84.39192022,76.2249602,84.39192022,81.66960022,84.39192022,81.66960022,84.39192022,84.39192022,81.66960022
Brownlee5,Hydro,210.7528718,210.7528718,203.9543921,210.7528718,190.3574326,210.7528718,203.9543921,210.7528718,203.9543921,210.7528718,210.7528718,203.9543921
Buntzen1-1,Hydro,40.65215955,40.65215955,39.34079956,40.65215955,36.71807959,40.65215955,39.34079956,40.65215955,39.34079956,40.65215955,40.65215955,39.34079956
Butt_Valley_1,Hydro,30.504,30.504,29.52,30.504,27.552,30.504,29.52,30.504,29.52,30.504,30.504,29.52
Bypass_GEN1,Hydro_ZeroK,2.47007995,2.47007995,2.390399952,2.47007995,2.231039955,2.47007995,2.390399952,2.47007995,2.390399952,2.47007995,2.47007995,2.390399952
Bypass_GEN2,Hydro_ZeroK,2.47007995,2.47007995,2.390399952,2.47007995,2.231039955,2.47007995,2.390399952,2.47007995,2.390399952,2.47007995,2.47007995,2.390399952
Bypass_GEN3,Hydro_ZeroK,2.47007995,2.47007995,2.390399952,2.47007995,2.231039955,2.47007995,2.390399952,2.47007995,2.390399952,2.47007995,2.47007995,2.390399952
C_J_Strike_1,Hydro,20.53440028,20.53440028,19.87200027,20.53440028,18.54720026,20.53440028,19.87200027,20.53440028,19.87200027,20.53440028,20.53440028,19.87200027
Camino_H1,Hydro,55.8,55.8,54,55.8,50.4,55.8,54,55.8,54,55.8,55.8,54
Camino_H2,Hydro,55.8,55.8,54,55.8,50.4,55.8,54,55.8,54,55.8,55.8,54
Canoe_Creek,Hydro_ZeroK,4.047360042,4.047360042,3.916800041,4.047360042,3.655680038,4.047360042,3.916800041,4.047360042,3.916800041,4.047360042,4.047360042,3.916800041
Caribou_2_4,Hydro,46.42560114,46.42560114,44.9280011,46.42560114,41.93280103,46.42560114,44.9280011,46.42560114,44.9280011,46.42560114,46.42560114,44.9280011
Caribou_2_5,Hydro,44.34239886,44.34239886,42.9119989,44.34239886,40.05119897,44.34239886,42.9119989,44.34239886,42.9119989,44.34239886,44.34239886,42.9119989
Caribou1-1,Hydro,17.856,17.856,17.28,17.856,16.128,17.856,17.28,17.856,17.28,17.856,17.856,17.28
Caribou1-2,Hydro,17.856,17.856,17.28,17.856,16.128,17.856,17.28,17.856,17.28,17.856,17.856,17.28
Caribou1-3,Hydro,17.856,17.856,17.28,17.856,16.128,17.856,17.28,17.856,17.28,17.856,17.856,17.28
Carmen_Smith_1,Hydro,38.83680057,38.83680057,37.58400055,38.83680057,35.07840051,38.83680057,37.58400055,38.83680057,37.58400055,38.83680057,38.83680057,37.58400055
Carmen_Smith_2,Hydro,38.83680057,38.83680057,37.58400055,38.83680057,35.07840051,38.83680057,37.58400055,38.83680057,37.58400055,38.83680057,38.83680057,37.58400055
Carmen_Smith_3,Hydro,7.365599717,7.365599717,7.127999726,7.365599717,6.652799744,7.365599717,7.127999726,7.365599717,7.127999726,7.365599717,7.365599717,7.127999726
Cascade_ID_1,Hydro,4.612799858,4.612799858,4.463999862,4.612799858,4.166399872,4.612799858,4.463999862,4.612799858,4.463999862,4.612799858,4.612799858,4.463999862
Cascade_ID_2,Hydro,4.612799858,4.612799858,4.463999862,4.612799858,4.166399872,4.612799858,4.463999862,4.612799858,4.463999862,4.612799858,4.612799858,4.463999862
Cascade1_1,Hydro,12.648,12.648,12.24,12.648,11.424,12.648,12.24,12.648,12.24,12.648,12.648,12.24
Cascade2_2,Hydro,13.392,13.392,12.96,13.392,12.096,13.392,12.96,13.392,12.96,13.392,13.392,12.96
Castaic_7,Hydro_ZeroK,40.92,40.92,39.6,40.92,36.96,40.92,39.6,40.92,39.6,40.92,40.92,39.6
Cedar_Falls_5,Hydro,11.16,11.16,10.8,11.16,10.08,11.16,10.8,11.16,10.8,11.16,11.16,10.8
Cedar_Falls_6,Hydro,11.16,11.16,10.8,11.16,10.08,11.16,10.8,11.16,10.8,11.16,11.16,10.8
Chandler_1,Hydro_ZeroK,4.464,4.464,4.32,4.464,4.032,4.464,4.32,4.464,4.32,4.464,4.464,4.32
Chandler_2,Hydro_ZeroK,4.464,4.464,4.32,4.464,4.032,4.464,4.32,4.464,4.32,4.464,4.464,4.32
Cheakamus_1,Hydro,66.52104272,66.52104272,64.37520264,66.52104272,60.08352246,66.52104272,64.37520264,66.52104272,64.37520264,66.52104272,66.52104272,64.37520264
Cheakamus_2,Hydro,66.52104272,66.52104272,64.37520264,66.52104272,60.08352246,66.52104272,64.37520264,66.52104272,64.37520264,66.52104272,66.52104272,64.37520264
Chelan_A_1,Hydro_ZeroK,30.74952136,30.74952136,29.75760132,30.74952136,27.77376123,30.74952136,29.75760132,30.74952136,29.75760132,30.74952136,30.74952136,29.75760132
Chelan_A_2,Hydro_ZeroK,30.74952136,30.74952136,29.75760132,30.74952136,27.77376123,30.74952136,29.75760132,30.74952136,29.75760132,30.74952136,30.74952136,29.75760132
ChiefJoseph01,Hydro,55.60655841,55.60655841,53.81279846,55.60655841,50.22527856,55.60655841,53.81279846,55.60655841,53.81279846,55.60655841,55.60655841,53.81279846
ChiefJoseph02,Hydro,55.60655841,55.60655841,53.81279846,55.60655841,50.22527856,55.60655841,53.81279846,55.60655841,53.81279846,55.60655841,55.60655841,53.81279846
ChiefJoseph03,Hydro,55.60655841,55.60655841,53.81279846,55.60655841,50.22527856,55.60655841,53.81279846,55.60655841,53.81279846,55.60655841,55.60655841,53.81279846
ChiefJoseph04,Hydro,55.60655841,55.60655841,53.81279846,55.60655841,50.22527856,55.60655841,53.81279846,55.60655841,53.81279846,55.60655841,55.60655841,53.81279846
ChiefJoseph05,Hydro,55.60655841,55.60655841,53.81279846,55.60655841,50.22527856,55.60655841,53.81279846,55.60655841,53.81279846,55.60655841,55.60655841,53.81279846
ChiefJoseph06,Hydro,55.60655841,55.60655841,53.81279846,55.60655841,50.22527856,55.60655841,53.81279846,55.60655841,53.81279846,55.60655841,55.60655841,53.81279846
ChiefJoseph07,Hydro,55.60655841,55.60655841,53.81279846,55.60655841,50.22527856,55.60655841,53.81279846,55.60655841,53.81279846,55.60655841,55.60655841,53.81279846
ChiefJoseph08,Hydro,55.60655841,55.60655841,53.81279846,55.60655841,50.22527856,55.60655841,53.81279846,55.60655841,53.81279846,55.60655841,55.60655841,53.81279846
ChiefJoseph09,Hydro,55.60655841,55.60655841,53.81279846,55.60655841,50.22527856,55.60655841,53.81279846,55.60655841,53.81279846,55.60655841,55.60655841,53.81279846
ChiefJoseph10,Hydro,55.60655841,55.60655841,53.81279846,55.60655841,50.22527856,55.60655841,53.81279846,55.60655841,53.81279846,55.60655841,55.60655841,53.81279846
ChiefJoseph11,Hydro,55.60655841,55.60655841,53.81279846,55.60655841,50.22527856,55.60655841,53.81279846,55.60655841,53.81279846,55.60655841,55.60655841,53.81279846
ChiefJoseph12,Hydro,55.60655841,55.60655841,53.81279846,55.60655841,50.22527856,55.60655841,53.81279846,55.60655841,53.81279846,55.60655841,55.60655841,53.81279846
ChiefJoseph13,Hydro,55.60655841,55.60655841,53.81279846,55.60655841,50.22527856,55.60655841,53.81279846,55.60655841,53.81279846,55.60655841,55.60655841,53.81279846
ChiefJoseph14,Hydro,55.60655841,55.60655841,53.81279846,55.60655841,50.22527856,55.60655841,53.81279846,55.60655841,53.81279846,55.60655841,55.60655841,53.81279846
ChiefJoseph15,Hydro,55.60655841,55.60655841,53.81279846,55.60655841,50.22527856,55.60655841,53.81279846,55.60655841,53.81279846,55.60655841,55.60655841,53.81279846
ChiefJoseph16,Hydro,55.60655841,55.60655841,53.81279846,55.60655841,50.22527856,55.60655841,53.81279846,55.60655841,53.81279846,55.60655841,55.60655841,53.81279846
ChiefJoseph17,Hydro,68.84231909,68.84231909,66.62159912,68.84231909,62.18015918,68.84231909,66.62159912,68.84231909,66.62159912,68.84231909,68.84231909,66.62159912
ChiefJoseph18,Hydro,68.84231909,68.84231909,66.62159912,68.84231909,62.18015918,68.84231909,66.62159912,68.84231909,66.62159912,68.84231909,68.84231909,66.62159912
ChiefJoseph19,Hydro,68.84231909,68.84231909,66.62159912,68.84231909,62.18015918,68.84231909,66.62159912,68.84231909,66.62159912,68.84231909,68.84231909,66.62159912
ChiefJoseph20,Hydro,68.84231909,68.84231909,66.62159912,68.84231909,62.18015918,68.84231909,66.62159912,68.84231909,66.62159912,68.84231909,68.84231909,66.62159912
ChiefJoseph21,Hydro,68.84231909,68.84231909,66.62159912,68.84231909,62.18015918,68.84231909,66.62159912,68.84231909,66.62159912,68.84231909,68.84231909,66.62159912
ChiefJoseph22,Hydro,68.84231909,68.84231909,66.62159912,68.84231909,62.18015918,68.84231909,66.62159912,68.84231909,66.62159912,68.84231909,68.84231909,66.62159912
ChiefJoseph23,Hydro,68.84231909,68.84231909,66.62159912,68.84231909,62.18015918,68.84231909,66.62159912,68.84231909,66.62159912,68.84231909,68.84231909,66.62159912
