name,M1,M10,M11,M12,M2,M3,M4,M5,M6,M7,M8,M9
Bend1,0.057,0.051,0.052,0.055,0.055,0.058,0.066,0.089,0.087,0.085,0.073,0.051
Bend2,0.1,0.089,0.09,0.097,0.096,0.102,0.115,0.156,0.152,0.149,0.128,0.09
Bend3,0.16,0.143,0.144,0.155,0.153,0.163,0.184,0.25,0.243,0.238,0.204,0.143
Betasso_Hydro,0.737,0.561,0.493,0.518,0.692,0.731,0.74,1.112,1.082,1.118,0.914,0.702
BidwellDitchGEN1,0.342,0.289,0.266,0.278,0.338,0.371,0.445,0.606,0.602,0.601,0.526,0.38
BigCreek1-1,1.488,5.878,5.446,8.356,0.62,8.786,14.332,14.97,14.676,14.465,9.691,8.112
BigCreek1-2,1.18,4.661,4.319,6.626,0.492,6.966,11.365,11.87,11.637,11.47,7.684,6.432
BigCreek1-3,1.623,6.412,5.942,9.116,0.677,9.584,15.635,16.331,16.01,15.78,10.572,8.849
BigCreek1-4,2.344,9.262,8.582,13.167,0.977,13.844,22.584,23.589,23.126,22.793,15.27,12.782
BigCreek2-3,7.731,6.4,6.897,7.721,7.084,7.382,7.376,10.404,9.7,9.017,7.483,5.931
BigCreek2-4,7.731,6.4,6.897,7.721,7.084,7.382,7.376,10.404,9.7,9.017,7.483,5.931
BigCreek2-5,8.618,7.134,7.688,8.606,7.896,8.228,8.222,11.596,10.812,10.051,8.341,6.611
BigCreek2-6,8.618,7.134,7.688,8.606,7.896,8.228,8.222,11.596,10.812,10.051,8.341,6.611
BigCreek2A-1,19.678,25.361,33.168,30.946,6.65,30.996,35.159,35.247,35.616,36.487,27.22,23.85
BigCreek2A-2,19.678,25.361,33.168,30.946,6.65,30.996,35.159,35.247,35.616,36.487,27.22,23.85
BigCreek3-1,7.953,7.688,7.725,9.784,10.832,21.258,19.986,22.479,20.705,24.687,19.172,12.211
BigCreek3-2,7.953,7.688,7.725,9.784,10.832,21.258,19.986,22.479,20.705,24.687,19.172,12.211
BigCreek3-3,7.953,7.688,7.725,9.784,10.832,21.258,19.986,22.479,20.705,24.687,19.172,12.211
BigCreek3-4,8.421,8.14,8.179,10.359,11.47,22.509,21.161,23.801,21.923,26.139,20.3,12.929
BigCreek3-5,8.515,8.231,8.27,10.474,11.597,22.759,21.396,24.066,22.167,26.43,20.525,13.073
BigCreek4-1,12.609,10.75,6.555,11.467,19.398,32.757,32.017,34.557,34.55,35.834,24.876,15.564
BigCreek4-2,12.609,10.75,6.555,11.467,19.398,32.757,32.017,34.557,34.55,35.834,24.876,15.564
BigCreek8-1,12.364,10.235,11.03,12.347,11.328,11.804,11.796,16.637,15.512,14.42,11.966,9.484
BigCreek8-2,18.545,15.353,16.544,18.521,16.992,17.707,17.694,24.956,23.268,21.629,17.949,14.226
BigPine,1.192,0.996,1.064,1.183,1.104,1.153,1.188,1.677,1.582,1.487,1.236,0.957
BigThompson,1.106,0.841,0.739,0.777,1.039,1.096,1.11,1.669,1.623,1.677,1.371,1.053
Bighorn_1,17.117,13.791,20.176,20.389,9.491,15.955,16.346,14.811,24.273,22.955,15.655,9.173
Bighorn_2,17.117,13.791,20.176,20.389,9.491,15.955,16.346,14.811,24.273,22.955,15.655,9.173
BirchCreek1,0.488,0.445,0.437,0.452,0.504,0.536,0.702,0.997,1.017,1.019,0.855,0.572
BlackCanyon1,2.459,2.036,2.194,2.456,2.253,2.348,2.346,3.309,3.085,2.868,2.38,1.886
BlackCanyon2,2.459,2.036,2.194,2.456,2.253,2.348,2.346,3.309,3.085,2.868,2.38,1.886
BlackCanyon3MV,0.054,0.045,0.049,0.054,0.05,0.052,0.052,0.073,0.068,0.064,0.053,0.042
BlackCreek,0.108,0.22,0.097,0.091,0.124,0.163,0.543,0.68,0.776,0.722,0.736,0.508
BlackEagle1,4.147,2.647,2.777,3.265,3.619,3.51,3.791,4.436,4.085,3.807,2.674,2.278
BlackEagle2,4.147,2.647,2.777,3.265,3.619,3.51,3.791,4.436,4.085,3.807,2.674,2.278
BlackEagle3,4.466,2.851,2.991,3.516,3.898,3.78,4.083,4.777,4.399,4.099,2.88,2.454
BlindCanyon,0.282,0.257,0.252,0.261,0.29,0.309,0.405,0.575,0.587,0.588,0.493,0.33
Bliss1,7.962,6.591,7.103,7.951,7.295,7.602,7.596,10.714,9.989,9.286,7.706,6.107
Bliss2,7.962,6.591,7.103,7.951,7.295,7.602,7.596,10.714,9.989,9.286,7.706,6.107
Bliss3,7.962,6.591,7.103,7.951,7.295,7.602,7.596,10.714,9.989,9.286,7.706,6.107
BlueMesa1,3.774,7.804,3.125,3.418,6.183,9.266,14.195,12.086,8.787,12.127,12.261,11.288
BlueMesa2,3.774,7.804,3.125,3.418,6.183,9.266,14.195,12.086,8.787,12.127,12.261,11.288
BoiseRDiversion1A,0.207,0.188,0.185,0.191,0.213,0.227,0.297,0.422,0.43,0.431,0.362,0.242
BoiseRDiversion2A,0.207,0.188,0.185,0.191,0.213,0.227,0.297,0.422,0.43,0.431,0.362,0.242
BoiseRDiversion3A,0.207,0.188,0.185,0.191,0.213,0.227,0.297,0.422,0.43,0.431,0.362,0.242
BostonBar1,0.771,1.013,0.857,0.79,0.761,0.664,0.804,1.269,1.383,1.324,1.142,0.954
BostonBar2,0.771,1.013,0.857,0.79,0.761,0.664,0.804,1.269,1.383,1.324,1.142,0.954
BoulderCanyon1,0.208,0.217,0.187,0.168,0.252,0.274,0.456,0.651,0.702,0.734,0.619,0.375
BoulderCanyon2,0.208,0.217,0.187,0.168,0.252,0.274,0.456,0.651,0.702,0.734,0.619,0.375
Boundary51,37.975,39.743,43.1,31.945,30.195,28.448,44.977,82.425,94.377,47.742,25.956,19.298
Boundary52,38.718,40.521,43.944,32.57,30.786,29.005,45.857,84.039,96.224,48.677,26.464,19.675
Boundary53,37.975,39.743,43.1,31.945,30.195,28.448,44.977,82.425,94.377,47.742,25.956,19.298
Boundary54,38.718,40.521,43.944,32.57,30.786,29.005,45.857,84.039,96.224,48.677,26.464,19.675
Boundary55,47.948,50.181,54.42,40.334,38.126,35.92,56.789,104.073,119.162,60.281,32.772,24.366
Boundary56,47.948,50.181,54.42,40.334,38.126,35.92,56.789,104.073,119.162,60.281,32.772,24.366
BoxCanyonAVA1,9.844,8.149,8.782,9.831,9.02,9.399,9.392,13.247,12.351,11.481,9.528,7.551
BoxCanyonAVA2,9.844,8.149,8.782,9.831,9.02,9.399,9.392,13.247,12.351,11.481,9.528,7.551
BoxCanyonAVA3,9.844,8.149,8.782,9.831,9.02,9.399,9.392,13.247,12.351,11.481,9.528,7.551
BoxCanyonAVA4,7.547,6.248,6.733,7.537,6.915,7.206,7.201,10.156,9.469,8.802,7.305,5.789
BoxCanyonPACW1,0.474,0.402,0.369,0.385,0.47,0.516,0.618,0.841,0.836,0.835,0.731,0.527
BoxCanyonPACW2,0.474,0.402,0.369,0.385,0.47,0.516,0.618,0.841,0.836,0.835,0.731,0.527
Brandywine1,0.977,1.283,1.085,1.001,0.963,0.841,1.019,1.608,1.752,1.677,1.446,1.209
Brandywine2,0.977,1.283,1.085,1.001,0.963,0.841,1.019,1.608,1.752,1.677,1.446,1.209
BrazeauHydro1,13.455,17.367,10.45,11.242,11.772,10.369,10.114,18.015,60.607,39.555,19.842,32.316
BrazeauHydro2,16.611,21.44,12.902,13.879,14.534,12.802,12.486,22.241,74.824,48.834,24.496,39.897
BridgeRiver1,11.16263,10.18471,10.77574,11.0198,9.528969,13.47987,13.30644,23.78297,20.65624,11.03006,6.696932,7.774612
BridgeRiver2,11.16263,10.18471,10.77574,11.0198,9.528969,13.47987,13.30644,23.78297,20.65624,11.03006,6.696932,7.774612
BridgeRiver21,14.84739,13.54666,14.33278,14.6574,12.67445,17.92954,17.69886,31.63366,27.47481,14.67105,8.90757,10.34099
BridgeRiver22,14.84739,13.54666,14.33278,14.6574,12.67445,17.92954,17.69886,31.63366,27.47481,14.67105,8.90757,10.34099
BridgeRiver23,14.84739,13.54666,14.33278,14.6574,12.67445,17.92954,17.69886,31.63366,27.47481,14.67105,8.90757,10.34099
BridgeRiver24,14.84739,13.54666,14.33278,14.6574,12.67445,17.92954,17.69886,31.63366,27.47481,14.67105,8.90757,10.34099
BridgeRiver3,11.16263,10.18471,10.77574,11.0198,9.528969,13.47987,13.30644,23.78297,20.65624,11.03006,6.696932,7.774612
BridgeRiver4,11.16263,10.18471,10.77574,11.0198,9.528969,13.47987,13.30644,23.78297,20.65624,11.03006,6.696932,7.774612
Brilliant1,8.128131,7.416054,7.84641,8.024125,6.93857,9.815442,9.689155,17.3177,15.04095,8.031598,4.876407,5.661125
Brilliant2,8.128131,7.416054,7.84641,8.024125,6.93857,9.815442,9.689155,17.3177,15.04095,8.031598,4.876407,5.661125
Brilliant3,8.128131,7.416054,7.84641,8.024125,6.93857,9.815442,9.689155,17.3177,15.04095,8.031598,4.876407,5.661125
Brilliant4,8.128131,7.416054,7.84641,8.024125,6.93857,9.815442,9.689155,17.3177,15.04095,8.031598,4.876407,5.661125
BrilliantExp,27.63565,25.21458,26.67779,27.28202,23.59114,33.3725,32.94313,58.88018,51.13924,27.30743,16.57978,19.24783
Broadwater,4.995,3.098,3.275,3.908,4.344,4.421,4.548,4.862,4.799,4.722,3.59,3.019
BrownLake,1.85,2.431,2.056,1.896,1.825,1.593,1.931,3.046,3.319,3.178,2.74,2.29
Brownlee1,24.711,19.455,19.533,27.338,19.093,23.538,25.533,46.4,31.532,26.725,19.379,17.931
Brownlee2,24.711,19.455,19.533,27.338,19.093,23.538,25.533,46.4,31.532,26.725,19.379,17.931
Brownlee3,24.7,19.455,19.533,27.338,19.1,23.5,25.5,46.4,31.5,26.7,19.379,17.9
Brownlee4,24.7,19.455,19.533,27.338,19.1,23.5,25.5,46.4,31.5,26.7,19.379,17.9
Brownlee5,61.7,48.584,48.779,68.269,47.7,58.8,63.8,116,78.7,66.7,48.393,44.8
Buntzen1-1,11.92126,10.87688,11.50807,11.76872,10.17657,14.39598,14.21076,25.39929,22.06007,11.77968,7.152063,8.302984
Butt_Valley_1,19.722,15.788,0,5.028,5.963,0.035,0.025,0.017,8.837,21.537,29.311,24.259
Bypass_GEN1,0.624,0.569,0.558,0.577,0.643,0.684,0.896,1.273,1.298,1.302,1.091,0.73
Bypass_GEN2,0.624,0.569,0.558,0.577,0.643,0.684,0.896,1.273,1.298,1.302,1.091,0.73
Bypass_GEN3,0.624,0.569,0.558,0.577,0.643,0.684,0.896,1.273,1.298,1.302,1.091,0.73
C_J_Strike_1,11.034,11.567,11.318,11.382,9.724,10.66,9.639,14.126,10.401,10.11,8.624,9.098
Camino_H1,14.331,14.955,6.703,20.9,17.368,18.802,30.089,33.03,29.108,20.607,20.873,12.278
Camino_H2,14.331,14.955,6.703,20.9,17.368,18.802,30.089,33.03,29.108,20.607,20.873,12.278
Canoe_Creek,1.414,1.857,1.571,1.448,1.394,1.217,1.475,2.327,2.535,2.428,2.093,1.749
Caribou1-1,5.495,3.224,2.097,1.499,1.245,0.672,0.087,1.705,1.17,6.826,11.088,8.036
Caribou1-2,5.495,3.224,2.097,1.499,1.245,0.672,0.087,1.705,1.17,6.826,11.088,8.036
Caribou1-3,5.495,3.224,2.097,1.499,1.245,0.672,0.087,1.705,1.17,6.826,11.088,8.036
Caribou_2_4,26.382,26.351,8.784,13.435,11.681,3.412,3.43,9.973,14.689,25.27,36.885,32.125
Caribou_2_5,25.199,25.168,8.39,12.832,11.156,3.259,3.276,9.525,14.03,24.136,35.23,30.684
Carmen_Smith_1,10.889,3.866,6.449,9.429,6.805,8.122,11.451,9.749,6.605,5.217,4.753,3.926
Carmen_Smith_2,10.889,3.866,6.449,9.429,6.805,8.122,11.451,9.749,6.605,5.217,4.753,3.926
Carmen_Smith_3,2.065,0.733,1.223,1.788,1.291,1.54,2.172,1.849,1.253,0.989,0.901,0.745
Cascade1_1,4.018,4.978,4.518,4.45,4.142,4.064,3.477,4.276,5.718,6.363,4.676,3.664
Cascade2_2,4.254,5.271,4.784,4.711,4.386,4.303,3.681,4.528,6.054,6.737,4.951,3.88
Cascade_ID_1,1.56,1.292,1.392,1.558,1.429,1.49,1.488,2.099,1.957,1.82,1.51,1.197
Cascade_ID_2,1.56,1.292,1.392,1.558,1.429,1.49,1.488,2.099,1.957,1.82,1.51,1.197
Castaic_7,9.362,7.751,8.352,9.35,8.578,8.939,8.932,12.598,11.746,10.919,9.061,7.182
Cedar_Falls_5,1.512,1.252,1.349,1.51,1.386,1.444,1.443,2.035,1.897,1.764,1.464,1.16
Cedar_Falls_6,1.512,1.252,1.349,1.51,1.386,1.444,1.443,2.035,1.897,1.764,1.464,1.16
Chandler_1,1.213,1.004,1.082,1.212,1.112,1.158,1.157,1.633,1.522,1.415,1.174,0.931
Chandler_2,1.213,1.004,1.082,1.212,1.112,1.158,1.157,1.633,1.522,1.415,1.174,0.931
Cheakamus_1,19.50752,17.79853,18.83138,19.2579,16.65257,23.55706,23.25397,41.56248,36.09829,19.27584,11.70338,13.5867
Cheakamus_2,19.50752,17.79853,18.83138,19.2579,16.65257,23.55706,23.25397,41.56248,36.09829,19.27584,11.70338,13.5867
Chelan_A_1,13.443,11.129,11.993,13.426,12.318,12.835,12.826,18.09,16.867,15.679,13.011,10.312
Chelan_A_2,13.443,11.129,11.993,13.426,12.318,12.835,12.826,18.09,16.867,15.679,13.011,10.312
ChiefJoseph01,31.545,25.232,28.141,29.546,29.201,29.396,25.093,35.589,37.339,40.461,33.383,21.071
ChiefJoseph02,31.545,25.232,28.141,29.546,29.201,29.396,25.093,35.589,37.339,40.461,33.383,21.071
ChiefJoseph03,31.545,25.232,28.141,29.546,29.201,29.396,25.093,35.589,37.339,40.461,33.383,21.071
ChiefJoseph04,31.545,25.232,28.141,29.546,29.201,29.396,25.093,35.589,37.339,40.461,33.383,21.071
ChiefJoseph05,31.545,25.232,28.141,29.546,29.201,29.396,25.093,35.589,37.339,40.461,33.383,21.071
ChiefJoseph06,31.545,25.232,28.141,29.546,29.201,29.396,25.093,35.589,37.339,40.461,33.383,21.071
ChiefJoseph07,31.545,25.232,28.141,29.546,29.201,29.396,25.093,35.589,37.339,40.461,33.383,21.071
ChiefJoseph08,31.545,25.232,28.141,29.546,29.201,29.396,25.093,35.589,37.339,40.461,33.383,21.071
ChiefJoseph09,31.545,25.232,28.141,29.546,29.201,29.396,25.093,35.589,37.339,40.461,33.383,21.071
ChiefJoseph10,31.545,25.232,28.141,29.546,29.201,29.396,25.093,35.589,37.339,40.461,33.383,21.071
ChiefJoseph11,31.545,25.232,28.141,29.546,29.201,29.396,25.093,35.589,37.339,40.461,33.383,21.071
ChiefJoseph12,31.545,25.232,28.141,29.546,29.201,29.396,25.093,35.589,37.339,40.461,33.383,21.071
ChiefJoseph13,31.545,25.232,28.141,29.546,29.201,29.396,25.093,35.589,37.339,40.461,33.383,21.071
ChiefJoseph14,31.545,25.232,28.141,29.546,29.201,29.396,25.093,35.589,37.339,40.461,33.383,21.071
ChiefJoseph15,31.545,25.232,28.141,29.546,29.201,29.396,25.093,35.589,37.339,40.461,33.383,21.071
ChiefJoseph16,31.545,25.232,28.141,29.546,29.201,29.396,25.093,35.589,37.339,40.461,33.383,21.071
ChiefJoseph17,39.056,31.24,34.842,36.581,36.154,36.394,31.068,44.062,46.229,50.094,41.331,26.088
ChiefJoseph18,39.056,31.24,34.842,36.581,36.154,36.394,31.068,44.062,46.229,50.094,41.331,26.088
ChiefJoseph19,39.056,31.24,34.842,36.581,36.154,36.394,31.068,44.062,46.229,50.094,41.331,26.088
ChiefJoseph20,39.056,31.24,34.842,36.581,36.154,36.394,31.068,44.062,46.229,50.094,41.331,26.088
ChiefJoseph21,39.056,31.24,34.842,36.581,36.154,36.394,31.068,44.062,46.229,50.094,41.331,26.088
ChiefJoseph22,39.056,31.24,34.842,36.581,36.154,36.394,31.068,44.062,46.229,50.094,41.331,26.088
ChiefJoseph23,39.056,31.24,34.842,36.581,36.154,36.394,31.068,44.062,46.229,50.094,41.331,26.088
ChiefJoseph24,39.056,31.24,34.842,36.581,36.154,36.394,31.068,44.062,46.229,50.094,41.331,26.088
ChiefJoseph25,39.056,31.24,34.842,36.581,36.154,36.394,31.068,44.062,46.229,50.094,41.331,26.088
ChiefJoseph26,39.056,31.24,34.842,36.581,36.154,36.394,31.068,44.062,46.229,50.094,41.331,26.088
ChiefJoseph27,39.056,31.24,34.842,36.581,36.154,36.394,31.068,44.062,46.229,50.094,41.331,26.088
China_Creek_1,0.81,1.063,0.9,0.83,0.799,0.697,0.845,1.333,1.452,1.39,1.199,1.002
China_Creek_2,0.81,1.063,0.9,0.83,0.799,0.697,0.845,1.333,1.452,1.39,1.199,1.002
Clear_Lake_CA,0.712,0.603,0.553,0.578,0.705,0.774,0.928,1.262,1.254,1.252,1.097,0.791
Clear_Lake_ID,0.47,0.428,0.42,0.434,0.484,0.515,0.675,0.959,0.978,0.98,0.822,0.55
Clearwater1,3.876,3.293,3.331,4.198,2.801,3.789,3.156,3.838,4.485,3.792,3.44,3.177
Clearwater2,3.292,2.384,3.035,5.237,2.699,2.986,4.959,6.813,4.649,3.099,2.566,2.269
Cochrane_COC1,13.103,8.364,8.776,10.315,11.436,11.092,11.979,14.017,12.907,12.028,8.45,7.2
Cochrane_COC2,13.103,8.364,8.776,10.315,11.436,11.092,11.979,14.017,12.907,12.028,8.45,7.2
Collierville1,23.976,17.104,11.619,32.983,22.554,44.894,62.447,74.833,69.45,23.597,21.728,18.947
Collierville2,23.976,17.104,11.619,32.983,22.554,44.894,62.447,74.833,69.45,23.597,21.728,18.947
CombieSouth1,0.095,0.08,0.074,0.077,0.094,0.103,0.124,0.168,0.167,0.167,0.146,0.105
CombieSouth2,0.095,0.08,0.074,0.077,0.094,0.103,0.124,0.168,0.167,0.167,0.146,0.105
CombieSouth3,0.095,0.08,0.074,0.077,0.094,0.103,0.124,0.168,0.167,0.167,0.146,0.105
ControlGorge1,8.947,7.407,7.982,8.936,8.198,8.543,8.536,12.04,11.226,10.435,8.66,6.863
Copco1-1,2.546,3.706,3.475,5.187,1.707,1.93,3.367,7.494,3.223,2.463,2.668,3.103
Copco1-2,2.546,3.706,3.475,5.187,1.707,1.93,3.367,7.494,3.223,2.463,2.668,3.103
Copco_2_1,3.175,4.735,4.446,6.444,2.138,2.456,4.166,9.437,3.981,3.061,3.289,3.318
Copco_2_2,3.175,4.735,4.446,6.444,2.138,2.456,4.166,9.437,3.981,3.061,3.289,3.318
Corra_Linn_1,3.684753,3.361944,3.557039,3.637603,3.145485,4.449667,4.392417,7.85069,6.818566,3.640991,2.210638,2.566377
Corra_Linn_2,3.684753,3.361944,3.557039,3.637603,3.145485,4.449667,4.392417,7.85069,6.818566,3.640991,2.210638,2.566377
Corra_Linn_3,3.684753,3.361944,3.557039,3.637603,3.145485,4.449667,4.392417,7.85069,6.818566,3.640991,2.210638,2.566377
Cottonwood_1,0.279,0.233,0.249,0.277,0.259,0.27,0.278,0.393,0.371,0.349,0.29,0.224
Cottonwood_2,0.279,0.233,0.249,0.277,0.259,0.27,0.278,0.393,0.371,0.349,0.29,0.224
CoveHydro1,0.949,0.804,0.738,0.771,0.94,1.032,1.237,1.683,1.672,1.669,1.462,1.055
Cow_Creek_1,0.19,0.161,0.148,0.154,0.188,0.206,0.247,0.337,0.334,0.334,0.292,0.211
Cow_Creek_2,0.19,0.161,0.148,0.154,0.188,0.206,0.247,0.337,0.334,0.334,0.292,0.211
Cowlitz_Falls1,7.405,6.13,6.606,7.395,6.785,7.07,7.065,9.964,9.291,8.636,7.167,5.68
Cowlitz_Falls2,7.405,6.13,6.606,7.395,6.785,7.07,7.065,9.964,9.291,8.636,7.167,5.68
CranberryCreekPower1,0.727,0.955,0.808,0.745,0.717,0.626,0.759,1.197,1.305,1.249,1.077,0.9
CranberryCreekPower2,0.727,0.955,0.808,0.745,0.717,0.626,0.759,1.197,1.305,1.249,1.077,0.9
CranberryCreekPower3,0.727,0.955,0.808,0.745,0.717,0.626,0.759,1.197,1.305,1.249,1.077,0.9
Crosscut_CC5,0.615,0.695,0.545,0.965,0.672,0.442,0.437,1.078,0.951,1.205,1.034,1.095
CrystalSprings,0.458,0.418,0.41,0.424,0.473,0.503,0.659,0.936,0.954,0.957,0.802,0.537
Cushman1-21,15.607,10.247,14.546,14.293,10.197,8.993,9.165,14.736,10.028,10.316,6.879,6.917
Cushman1-22,15.607,10.247,14.546,14.293,10.197,8.993,9.165,14.736,10.028,10.316,6.879,6.917
Cushman_2_31,5.02,3.743,4.424,5.438,1.437,5.74,3.231,3.348,1.502,0.862,9.69,3.527
Cushman_2_32,5.02,3.743,4.424,5.438,1.437,5.74,3.231,3.348,1.502,0.862,9.69,3.527
Cushman_2_33,5.02,3.743,4.424,5.438,1.437,5.74,3.231,3.348,1.502,0.862,9.69,3.527
Cypress_Creek_1,0.727,0.955,0.808,0.745,0.717,0.626,0.759,1.197,1.305,1.249,1.077,0.9
DallesDamNorthFshwy,1.853,1.658,1.677,1.796,1.775,1.893,2.14,2.897,2.824,2.763,2.371,1.664
DiabloHydro_31,47.776,26.408,42.249,31.809,38.445,23.551,17.515,18.611,16.185,18.322,17.332,23.964
DiabloHydro_32,47.776,26.408,42.249,31.809,38.445,23.551,17.515,18.611,16.185,18.322,17.332,23.964
Dickson_Dam1,1.736,1.736,1.68,1.736,1.568,1.736,1.68,1.736,1.68,1.736,1.736,1.68
Dickson_Dam2,1.736,1.736,1.68,1.736,1.568,1.736,1.68,1.736,1.68,1.736,1.736,1.68
Dickson_Dam3,1.736,1.736,1.68,1.736,1.568,1.736,1.68,1.736,1.68,1.736,1.736,1.68
Dietrich_Drop,0.845,0.771,0.756,0.782,0.871,0.927,1.215,1.726,1.76,1.764,1.479,0.99
Dillon_Hydro,0.442,0.336,0.296,0.311,0.415,0.438,0.444,0.667,0.649,0.671,0.548,0.421
DoranTaylor1,0.72,0.945,0.8,0.737,0.71,0.619,0.751,1.185,1.291,1.236,1.066,0.89
DoranTaylor2,0.72,0.945,0.8,0.737,0.71,0.619,0.751,1.185,1.291,1.236,1.066,0.89
Douglas_Kwalsa1,3.696,4.855,4.106,3.787,3.645,3.182,3.856,6.084,6.629,6.347,5.473,4.573
Douglas_Kwalsa2,3.696,4.855,4.106,3.787,3.645,3.182,3.856,6.084,6.629,6.347,5.473,4.573
Eagle_Lake_1,0.051,0.068,0.057,0.053,0.051,0.044,0.054,0.085,0.092,0.088,0.076,0.064
Eagle_Point_1,0.802,0.718,0.726,0.777,0.768,0.819,0.926,1.254,1.222,1.196,1.026,0.72
EastPortalGenerator1,0.447,0.373,0.399,0.444,0.414,0.432,0.446,0.629,0.593,0.558,0.464,0.359
EastSide,0.912,0.816,0.826,0.884,0.874,0.932,1.053,1.426,1.39,1.36,1.167,0.819
EastTwinCreek1,0.136,0.179,0.151,0.14,0.134,0.117,0.142,0.224,0.244,0.234,0.202,0.169
EastTwinCreek2,0.136,0.179,0.151,0.14,0.134,0.117,0.142,0.224,0.244,0.234,0.202,0.169
EastTwinCreek3,0.136,0.179,0.151,0.14,0.134,0.117,0.142,0.224,0.244,0.234,0.202,0.169
East_Highline_1,0.279,0.749,0.653,0.384,0.89,0.854,1.133,1.352,1.074,1.205,1.137,0.78
East_Toba1,18.929,24.866,21.032,19.396,18.67,16.295,19.749,31.16,33.95,32.507,28.031,23.423
East_Toba2,18.929,24.866,21.032,19.396,18.67,16.295,19.749,31.16,33.95,32.507,28.031,23.423
EchoDam1,0.562,0.469,0.502,0.559,0.519,0.542,0.555,0.783,0.736,0.69,0.574,0.446
EchoDam2,0.562,0.469,0.502,0.559,0.519,0.542,0.555,0.783,0.736,0.69,0.574,0.446
EchoDam3,0.321,0.268,0.287,0.319,0.297,0.31,0.317,0.447,0.421,0.394,0.328,0.255
