productionRank,Name,Power_Model_1_true_0_false_,lat_1_8_,lon_1_8_,nameplate_MW_,annualProduction_MWh_,lat,long,ROR,Units,Pump,Reservoir,alpha,Slope_NID,Slope_Grand,Head_NID_m_,Storage_m3_,ID,BA,HUC2
348,'LakeMathews',0,33.9375,-117.5625,4.9,22475,33.85479,-117.4539,0,,,0,9999,9999,9999,3047.6952,0,6644,CISC,0
349,'Wynoochee',0,47.0625,-123.6875,12.8,22317,47.14559,-123.78185,0,,,0,9999,9999,9999,3047.6952,0,7127,TPWR,0
350,'PEC_Headworks_1',0,46.9375,-119.3125,6.6,22007,46.98273,-119.25843,0,,,0,9999,9999,9999,3047.6952,0,7113,GCPD,0
351,'Kaweah3-1',0,36.5625,-118.6875,4.76,21816,36.56995,-118.68252,0,,,0,9999,9999,9999,3047.6952,0,338,CISC,0
352,'El_Vado_Dam_1',0,36.5625,-106.6875,8.8,21677,36.59645,-106.72731,0,,,0,9999,9999,9999,3047.6952,0,7593,PNM,0
353,'Siphon1',0,44.0625,-121.3125,5.4,21028,44.034944,-121.318837,0,,,0,9999,9999,9999,3047.6952,0,50980,PACW,0
354,'Guernsey_1',0,42.1875,-104.6875,6.4,20374,42.28742,-104.74222,0,,,0,9999,9999,9999,3047.6952,0,4178,WACM,0
355,'BishopCreek5-1',0,37.4375,-118.5625,4.77,20074,37.35312,-118.46796,0,,,0,9999,9999,9999,3047.6952,0,326,CISC,0
356,'FeltHydro1',0,43.9375,-111.3125,6.5,20057,43.88107,-111.189805,0,,,0,9999,9999,9999,3047.6952,0,10028,IPFE,0
357,'Red_Mountain_1',0,33.3125,-117.3125,5.9,19870,33.39449,-117.18902,0,,,0,9999,9999,9999,3047.6952,0,484,CISC,0
358,'OwyheeDam',0,43.5625,-117.3125,5,19468,43.651655,-117.245276,0,,,0,9999,9999,9999,3047.6952,0,50361,IPTV,0
359,'Hatchet_Creek',0,40.9375,-121.9375,6.8,19447,40.8775,-121.86528,0,,,0,9999,9999,9999,3047.6952,0,10882,CIPV,0
360,'Slate_Creek',0,40.8125,-122.3125,4.2,19205,40.73512,-122.1944,0,,,0,9999,9999,9999,3047.6952,0,50961,PACW,0
361,'ManitouSprings1',0,38.8125,-105.0625,6,18804,38.8767,-104.993,0,,,0,9999,9999,9999,3047.6952,0,494,WACM,0
362,'Valley_View_1',0,33.8125,-117.9375,4.1,18779,33.90007,-117.82905,0,,,0,9999,9999,9999,3047.6952,0,487,CISC,0
363,'Kilarc_1',0,40.6875,-121.9375,3.2,18324,40.6773,-121.87244,0,,,0,9999,9999,9999,3047.6952,0,253,CIPV,0
364,'Vallecito1',0,37.3125,-107.6875,5.8,18175,37.38337,-107.5662,0,,,0,9999,9999,9999,3047.6952,0,50206,PSCO,0
365,'NewHogan1',0,38.1875,-120.9375,4,18032,38.14961,-120.81497,0,,,0,9999,9999,9999,3047.6952,0,50755,CIPV,0
366,'EchoDam1',0,40.9375,-111.4375,4.5,17838,40.96562,-111.43091,0,,,0,9999,9999,9999,3047.6952,0,4263,PAUT,0
367,'TietonDamHydroUNIT1',0,46.6875,-121.0625,13.8,17780,46.658833,-121.129946,0,,,0,9999,9999,9999,3047.6952,0,57496,BPAT,0
368,'IID_Drop_5_1',0,32.8125,-115.6875,4,17380,32.69078,-115.6567,0,,,0,9999,9999,9999,3047.6952,0,314,IID,0
369,'NorthFork_CO',0,39.4375,-105.5625,5.5,17231,39.45802,-105.66393,0,,,0,9999,9999,9999,3047.6952,0,10423,PSCO,0
370,'San_Joaquin_3_3',0,37.1875,-119.5625,4.2,17210,37.25398,-119.51932,0,,,0,9999,9999,9999,3047.6952,0,277,CIPV,0
371,'Spicer_Meadow1',0,38.0625,-120.4375,6.1,17097,38.142527,-120.456833,0,,,0,9999,9999,9999,3047.6952,0,54554,CIPV,0
372,'MillCreek1',0,34.0625,-117.1875,5,16840,34.09083,-117.11889,0,,,0,9999,9999,9999,3047.6952,0,7147,CISC,0
373,'BigCreekWW',0,40.6875,-123.3125,5,16839,40.617121,-123.414244,0,,,0,9999,9999,9999,3047.6952,0,10282,CIPV,0
374,'Hellroaring1',0,48.3125,-114.6875,4.9,16503,48.407618,-114.747188,0,,,0,9999,9999,9999,3047.6952,0,-1,CIPV,0
375,'Interlakes_1',0,52.8125,-113.9375,5,15984,52.766984,-114.023529,0,,,0,9999,9999,9999,3047.6952,0,-1,CIPV,0
376,'HeartMountain',0,44.5625,-109.0625,5,15915,44.51221,-109.12775,0,,,0,9999,9999,9999,3047.6952,0,6408,WACM,0
377,'Ruedi_1',0,39.3125,-106.9375,5,15666,39.36313,-106.81832,0,,,0,9999,9999,9999,3047.6952,0,7458,PSCO,0
378,'Rancho',0,32.9375,-117.1875,4.65,15660,32.936554,-117.113353,0,,,0,9999,9999,9999,3047.6952,0,56615,CISD,0
379,'Santa_Ana1-1',0,34.0625,-117.0625,3.2,14664,34.14535,-117.05924,0,,,0,9999,9999,9999,3047.6952,0,361,CISC,0
380,'Prospect1',0,42.6875,-122.5625,3.76,14641,42.72399,-122.5167,0,,,0,9999,9999,9999,3047.6952,0,3032,PACW,0
381,'BigPine',0,37.1875,-118.3125,3.2,14503,37.13966,-118.32163,0,,,0,9999,9999,9999,3047.6952,0,391,CISC,0
382,'Tacoma_1',0,37.4375,-107.8125,4.6,14414,37.52372,-107.78292,0,,,0,9999,9999,9999,3047.6952,0,6206,PSCO,0
383,'SpiritMountain1',0,44.5625,-109.0625,4.5,14324,44.52222,-109.06967,0,,,0,9999,9999,9999,3047.6952,0,7541,WACM,0
384,'Pleasant_Valley',0,37.4375,-118.5625,3.2,14248,37.4127,-118.51942,0,,,0,9999,9999,9999,3047.6952,0,402,LDWP,0
385,'Santa_Ana_3_1',0,34.0625,-117.1875,3.1,14205,34.09844,-117.10584,0,,,0,9999,9999,9999,3047.6952,0,363,CISC,0
386,'BigThompson',0,40.4375,-105.1875,4.5,14101,40.42122,-105.2202,0,,,0,9999,9999,9999,3047.6952,0,515,WACM,0
387,'FargoDrop',0,43.5625,-115.1875,4.22,14085,43.528095,-115.063079,0,,,0,9999,9999,9999,3047.6952,0,58384,IPTV,0
388,'Woodward',0,37.8125,-120.8125,5,14012,37.86064,-120.879,0,,,0,9999,9999,9999,3047.6952,0,10707,CIPV,0
389,'CoveHydro1',0,40.9375,-121.5625,5,14012,40.97513,-121.51561,0,,,0,9999,9999,9999,3047.6952,0,50218,CIPV,0
390,'Bear_Creek',0,40.4375,-121.8125,5,14011,40.51246,-121.808139,0,,,0,9999,9999,9999,3047.6952,0,50156,CIPV,0
391,'Rock_Creek_LP1',0,38.8125,-120.8125,5,14008,38.78343,-120.77847,0,,,0,9999,9999,9999,3047.6952,0,50892,CIPV,0
392,'StonyGorge1',0,39.6875,-122.4375,5,14008,39.58628,-122.53299,0,,,0,9999,9999,9999,3047.6952,0,7151,CIPV,0
393,'BoxCanyonPACW1',0,48.8125,-117.4375,5,14008,48.779066,-117.417996,0,,,0,9999,9999,9999,3047.6952,0,50179,PACW,0
394,'Dietrich_Drop',0,42.9375,-114.1875,4.5,13886,42.863843,-114.081046,0,,,0,9999,9999,9999,3047.6952,0,10807,IPMV,0
395,'YakamaDrop2',0,32.8125,-115.4375,4.1,13807,32.77325,-115.337324,0,,,0,9999,9999,9999,3047.6952,0,6507,BPAT,0
396,'Kanaka_KAN1',0,39.5625,-121.4375,2.5,13647,39.551281,-121.341008,0,,,0,9999,9999,9999,3047.6952,0,54653,CIPV,0
397,'NewLahontan',0,39.5625,-118.6875,4,13471,39.450783,-118.762968,0,,,0,9999,9999,9999,3047.6952,0,50261,SPPC,0
398,'ShoshnFalls1',0,42.5625,-114.4375,12.5,13394,42.5973,-114.404,0,,,0,9999,9999,9999,3047.6952,0,818,IPMV,0
399,'Soda_1',0,42.5625,-111.8125,14,13316,42.64464,-111.69668,0,,,0,9999,9999,9999,3047.6952,0,831,PAID,0
400,'Narrows1',0,39.1875,-121.3125,12,13296,39.25668,-121.2499,0,,,0,9999,9999,9999,3047.6952,0,262,CIPV,0
401,'MoyieSprings1',0,48.6875,-116.1875,3.9,13135,48.73395,-116.17525,0,,,0,9999,9999,9999,3047.6952,0,6506,BPAT,0
402,'La_Grange_1',0,37.6875,-120.4375,5.2,13131,37.67189,-120.44452,0,,,0,9999,9999,9999,3047.6952,0,440,TIDC,0
403,'San_Joaquin_2_1',0,37.1875,-119.5625,3.2,13112,37.22935,-119.48662,0,,,0,9999,9999,9999,3047.6952,0,276,CIPV,0
404,'Lundy1',0,37.9375,-119.1875,3,13081,38.04867,-119.20484,0,,,0,9999,9999,9999,3047.6952,0,342,CISC,0
405,'MiddleForkIrrD1',0,45.5625,-121.6875,3.3,12851,45.492626,-121.596771,0,,,0,9999,9999,9999,3047.6952,0,50917,BPAT,0
406,'BarberDamGEN1',0,43.5625,-116.0625,4.1,12651,43.56647,-116.116147,0,,,0,9999,9999,9999,3047.6952,0,10735,IPTV,0
407,'WarmSprings',0,38.6875,-122.9375,3.75,12629,38.717855,-122.999496,0,,,0,9999,9999,9999,3047.6952,0,54261,CIPV,0
408,'Murphys_1',0,38.0625,-120.4375,4.5,12611,38.12665,-120.46222,0,,,0,9999,9999,9999,3047.6952,0,261,CIPV,0
409,'EastSide',0,42.3125,-121.8125,3.2,12459,42.23435,-121.80152,0,,,0,9999,9999,9999,3047.6952,0,3025,PACW,0
410,'NacimientoHydro1',0,35.9375,-120.9375,4.4,12332,35.8339,-120.97623,0,,,0,9999,9999,9999,3047.6952,0,50352,CIPV,0
411,'QuincyChute',0,47.1875,-119.8125,9.4,12113,47.16387,-119.89668,0,,,0,9999,9999,9999,3047.6952,0,917,GCPD,0
412,'LytleCreek1',0,34.0625,-117.3125,2.8,11870,34.155283,-117.398005,0,,,0,9999,9999,9999,3047.6952,0,332,CISC,0
413,'Idylwilde_1',0,39.3125,-104.4375,3.47,11684,39.249357,-104.528778,0,,,0,9999,9999,9999,3047.6952,0,-1,CIPV,0
414,'Azusa',0,34.1875,-117.9375,2.5,11453,34.13358,-117.90988,0,,,0,9999,9999,9999,3047.6952,0,6449,CISC,0
415,'Santa_Felicia1',0,34.4375,-118.8125,1.3,11394,34.47905,-118.770759,0,,,0,9999,9999,9999,3047.6952,0,50076,CISC,0
416,'Towaoc_1',0,37.5625,-108.5625,11.5,11378,37.45706,-108.54281,0,,,0,9999,9999,9999,3047.6952,0,7373,WACM,0
417,'AmesHydro',0,37.8125,-107.8125,3.6,11279,37.864,-107.881,0,,,0,9999,9999,9999,3047.6952,0,6207,PSCO,0
418,'Upper_Dawson_1',0,37.6875,-120.4375,4.4,11110,37.65045,-120.47071,0,,,0,9999,9999,9999,3047.6952,0,489,TIDC,0
419,'McSwain_1',0,37.5625,-120.3125,10,10989,37.52221,-120.31005,0,,,0,9999,9999,9999,3047.6952,0,410,CIPV,0
420,'Lakewood_Hydro',0,40.0625,-105.3125,3.5,10965,40.0114,-105.335,0,,,0,9999,9999,9999,3047.6952,0,54679,PSCO,0
421,'Williams_Fork1',0,40.0625,-106.3125,3.5,10964,40.03521,-106.20528,0,,,0,9999,9999,9999,3047.6952,0,10422,WACM,0
422,'Eagle_Point_1',0,42.5625,-122.6875,2.81,10954,42.54644,-122.56359,0,,,0,9999,9999,9999,3047.6952,0,3024,PACW,0
423,'Franklin_1',0,29.6875,-91.5625,2,10695,29.796708,-91.517569,0,,,0,9999,9999,9999,3047.6952,0,397,LDWP,0
424,'Coyote_Creek_1',0,33.8125,-117.9375,3.13,10541,33.92491,-117.95512,0,,,0,9999,9999,9999,3047.6952,0,483,CISC,0
425,'Site_980_65',0,36.9375,-120.0625,3.75,10509,36.994725,-120.001309,0,,,0,9999,9999,9999,3047.6952,0,428,CIPV,0
426,'Parker_1',0,37.3125,-120.1875,3.75,10509,37.2827,-120.26625,0,,,0,9999,9999,9999,3047.6952,0,50128,CIPV,0
427,'Clear_Lake_CA',0,38.9375,-122.5625,3.75,10509,38.925892,-122.566813,0,,,0,9999,9999,9999,3047.6952,0,50322,CIPV,0
428,'Silver_Lake',0,40.0625,-105.6875,3.3,10341,40.0283,-105.577,0,,,0,9999,9999,9999,3047.6952,0,55931,PSCO,0
429,'Kaweah1',0,36.4375,-118.8125,2.25,10312,36.52144,-118.72951,0,,,0,9999,9999,9999,3047.6952,0,337,CISC,0
430,'East_Highline_1',0,32.6875,-115.5625,2.4,10302,32.68222,-115.49457,0,,,0,9999,9999,9999,3047.6952,0,586,IID,0
431,'BoiseRDiversion1A',0,43.6875,-116.3125,3.3,10185,43.590979,-116.19454,0,,,0,9999,9999,9999,3047.6952,0,6397,IPTV,0
432,'Stampede_1',0,39.4375,-120.0625,3.6,10089,39.4708,-120.09572,0,,,0,9999,9999,9999,3047.6952,0,7066,CIPV,0
433,'Fall_Creek_1',0,41.8125,-122.5625,2.2,10046,41.88419,-122.55319,0,,,0,9999,9999,9999,3047.6952,0,296,PACW,0
434,'Upper_Beaver_1',0,38.3125,-112.6875,2.52,9986,38.27352,-112.64132,0,,,0,9999,9999,9999,3047.6952,0,3643,PAUT,0
435,'SouthDryCreekHydro1',0,45.1875,-109.3125,2,9917,45.084007,-109.379263,0,,,0,9999,9999,9999,3047.6952,0,10138,NWMT,0
436,'Washoe_1',0,39.5625,-119.9375,2.6,9866,39.5212,-119.96613,0,,,0,9999,9999,9999,3047.6952,0,6532,SPPC,0
437,'LakeMendocino',0,39.3125,-123.0625,3.5,9808,39.200002,-123.185703,0,,,0,9999,9999,9999,3047.6952,0,7489,CIPV,0
438,'ClrwatrFishHtch',0,48.1875,-116.3125,2.9,9766,48.138045,-116.43166,0,,,0,9999,9999,9999,3047.6952,0,-1,CIPV,0
439,'Crosscut_CC5',0,33.3125,-112.1875,3,9734,33.27654,-112.18717,0,,,0,9999,9999,9999,3047.6952,0,143,SRP,0
440,'Foothills_CO',0,39.4375,-104.9375,3.1,9711,39.34788,-104.99471,0,,,0,9999,9999,9999,3047.6952,0,10070,PSCO,0
441,'BoulderCanyon1',0,40.0625,-105.3125,20,9686,40.0046,-105.333,0,,,0,9999,9999,9999,3047.6952,0,466,PSCO,0
442,'Temescal_1',0,33.8125,-117.6875,2.85,9598,33.89225,-117.58079,0,,,0,9999,9999,9999,3047.6952,0,479,CISC,0
443,'Corona_1',0,33.8125,-117.6875,2.85,9598,33.87517,-117.56882,0,,,0,9999,9999,9999,3047.6952,0,480,CISC,0
444,'Shoshone_1',0,44.5625,-109.0625,3,9549,44.50305,-109.17976,0,,,0,9999,9999,9999,3047.6952,0,4183,WACM,0
445,'ThermalitoDiverson',0,39.4375,-121.6875,3.4,9527,39.51269,-121.62598,0,,,0,9999,9999,9999,3047.6952,0,7129,CIPV,0
446,'Betasso_Hydro',0,40.0625,-105.3125,3,9400,40.01171,-105.33456,0,,,0,9999,9999,9999,3047.6952,0,54680,PSCO,0
447,'Grand_Valley1',0,39.1875,-108.3125,3,9398,39.12783,-108.32517,0,,,0,9999,9999,9999,3047.6952,0,473,PSCO,0
448,'Mile28Water1',0,42.5625,-114.3125,3,9258,42.605645,-114.209784,0,,,0,9999,9999,9999,3047.6952,0,843,BPAT,0
449,'LowerNo21',0,43.5625,-112.0625,3,9258,43.46868,-112.06245,0,,,0,9999,9999,9999,3047.6952,0,54812,IPMV,0
450,'Turlock_Lake_1',0,37.6875,-120.6875,3.3,9246,37.61173,-120.59449,0,,,0,9999,9999,9999,3047.6952,0,161,TIDC,0
451,'Verdi_1',0,39.5625,-119.9375,2.4,9108,39.52311,-119.97951,0,,,0,9999,9999,9999,3047.6952,0,6531,SPPC,0
452,'MoccasinLowHead',0,37.8125,-120.3125,3.2,8966,37.80829,-120.29741,0,,,0,9999,9999,9999,3047.6952,0,751,CIPV,0
453,'Deadwood_Creek',0,39.4375,-121.1875,2,8897,39.538084,-121.151962,0,,,0,9999,9999,9999,3047.6952,0,7507,CIPV,0
454,'LittleWoodHydro',0,43.4375,-114.0625,2.85,8793,43.498177,-114.005716,0,,,0,9999,9999,9999,3047.6952,0,54386,IPMV,0
455,'Springville',0,34.1875,-119.1875,1,8764,34.22752,-119.084429,0,,,0,9999,9999,9999,3047.6952,0,56125,CISC,0
456,'Tule_River3',0,36.0625,-118.8125,2.6,8754,36.13188,-118.86347,0,,,0,9999,9999,9999,3047.6952,0,365,CISC,0
457,'Camp_Far_West_1',0,39.0625,-121.3125,7.9,8753,39.04736,-121.31225,0,,,0,9999,9999,9999,3047.6952,0,531,CIPV,0
458,'Kaweah2',0,36.4375,-118.9375,1.79,8220,36.453988,-118.904791,0,,,0,9999,9999,9999,3047.6952,0,336,CISC,0
459,'MichellButte',0,43.5625,-117.3125,2.09,8137,43.655144,-117.253888,0,,,0,9999,9999,9999,3047.6952,0,50360,IPTV,0
460,'BirchCreek1',0,43.9375,-112.3125,2.6,8024,43.84138,-112.422529,0,,,0,9999,9999,9999,3047.6952,0,10140,IPFE,0
461,'Burney_Creek',0,40.9375,-121.5625,3,7945,40.87592,-121.679109,0,,,0,9999,9999,9999,3047.6952,0,10706,CIPV,0
462,'Pilot_Knob_1',0,33.0625,-115.1875,33,7920,33.06013,-115.07237,0,,,0,9999,9999,9999,3047.6952,0,388,IID,0
463,'Russell_D_smith',0,46.9375,-119.1875,6.1,7861,46.909205,-119.13746,0,,,0,9999,9999,9999,3047.6952,0,56694,SCL,0
464,'Sugarloaf',0,39.1875,-106.3125,2.5,7834,39.25711,-106.37489,0,,,0,9999,9999,9999,3047.6952,0,50435,PSCO,0
465,'Clear_Lake_ID',0,42.6875,-114.8125,2.5,7715,42.66964,-114.77749,0,,,0,9999,9999,9999,3047.6952,0,814,IPMV,0
466,'Fleish_1',0,39.5625,-119.9375,2,7590,39.45219,-120.00565,0,,,0,9999,9999,9999,3047.6952,0,6513,SPPC,0
467,'CrystalSprings',0,42.6875,-114.5625,2.44,7531,42.654752,-114.655671,0,,,0,9999,9999,9999,3047.6952,0,10806,IPMV,0
468,'MontgomeryCreekHydro',0,40.5625,-122.0625,2.6,7287,40.6712,-122.00749,0,,,0,9999,9999,9999,3047.6952,0,55009,CIPV,0
469,'Taylor_Draw',0,40.0625,-108.8125,2.3,7207,40.120306,-108.706353,0,,,0,9999,9999,9999,3047.6952,0,54729,PSCO,0
470,'BishopCreek6-1',0,37.4375,-118.5625,1.69,7112,37.350718,-118.463781,0,,,0,9999,9999,9999,3047.6952,0,327,CISC,0
471,'Cottonwood_1',0,36.4375,-118.0625,1.5,6858,36.416,-118.0388,0,,,0,9999,9999,9999,3047.6952,0,394,CISC,0
472,'Lahontan_1',0,39.4375,-118.9375,1.8,6825,39.435792,-119.044107,0,,,0,9999,9999,9999,3047.6952,0,6521,SPPC,0
473,'FlintCreek',0,46.9375,-96.9375,2,6735,46.905174,-97.034267,0,,,0,9999,9999,9999,3047.6952,0,58392,NWMT,0
474,'Toadtown_1',0,39.8125,-121.6875,1.5,6672,39.806256,-121.579073,0,,,0,9999,9999,9999,3047.6952,0,714,CIPV,0
475,'HamiltonBranch1',0,40.1875,-121.0625,4.8,6524,40.275,-121.09028,0,,,0,9999,9999,9999,3047.6952,0,242,CIPV,0
476,'Rio_Hondo_1',0,33.9375,-118.1875,1.91,6432,33.956305,-118.205774,0,,,0,9999,9999,9999,3047.6952,0,482,CISC,0
477,'LateralVentures',0,42.6875,-114.8125,2.06,6356,42.59349,-114.744934,0,,,0,9999,9999,9999,3047.6952,0,54753,IPMV,0
478,'Nooksack',0,47.8125,-122.0625,2.5,6342,47.791113,-121.990585,0,,,0,9999,9999,9999,3047.6952,0,-1,CIPV,0
479,'Hillcrest_PS',0,39.6875,-104.9375,2,6265,39.644073,-104.920166,0,,,0,9999,9999,9999,3047.6952,0,54142,PSCO,0
480,'MoraDrop',0,43.5625,-116.5625,1.85,6230,43.462503,-116.473593,0,,,0,9999,9999,9999,3047.6952,0,56498,IPTV,0
481,'Elk_Creek',0,45.3125,-116.3125,2,6171,45.213234,-116.314053,0,,,0,9999,9999,9999,3047.6952,0,50891,IPTV,0
482,'WhitewaterHydroWWHI',0,33.8125,-116.4375,1.3,5950,33.823215,-116.512114,0,,,0,9999,9999,9999,3047.6952,0,10162,CISC,0
483,'Rock_Creek_II1',0,42.5625,-114.4375,1.9,5862,42.50373,-114.463626,0,,,0,9999,9999,9999,3047.6952,0,10809,IPMV,0
484,'Volta_2_1',0,40.4375,-121.9375,1,5727,40.434632,-121.870549,0,,,0,9999,9999,9999,3047.6952,0,180,CIPV,0
485,'Dillon_Hydro',0,39.6875,-106.0625,1.8,5638,39.603274,-105.987584,0,,,0,9999,9999,9999,3047.6952,0,10421,PSCO,0
486,'Phoenix_1',0,38.0625,-120.4375,2,5605,38.002576,-120.390907,0,,,0,9999,9999,9999,3047.6952,0,264,CIPV,0
487,'Roaring_Creek1',0,40.9375,-121.9375,2,5605,40.906113,-121.937435,0,,,0,9999,9999,9999,3047.6952,0,10881,CIPV,0
488,'Alta_PH1',0,39.3125,-120.9375,2,5604,39.209047,-120.816655,0,,,0,9999,9999,9999,3047.6952,0,214,CIPV,0
489,'LimeSaddle1',0,39.5625,-121.5625,2,5604,39.596701,-121.53851,0,,,0,9999,9999,9999,3047.6952,0,255,CIPV,0
490,'GosselinHydroGEN1',0,40.5625,-123.6875,2,5604,40.471325,-123.794393,0,,,0,9999,9999,9999,3047.6952,0,10128,CIPV,0
491,'Cow_Creek_1',0,40.4375,-122.0625,2,5602,40.559828,-122.038955,0,,,0,9999,9999,9999,3047.6952,0,229,CIPV,0
492,'Weeks_Falls',0,47.5625,-121.8125,4.3,5539,47.47366,-121.752414,0,,,0,9999,9999,9999,3047.6952,0,54387,PSEI,0
493,'EastPortalGenerator1',0,34.1875,-118.5625,1.2,5503,34.25778,-118.614259,0,,,0,9999,9999,9999,3047.6952,0,50375,LDWP,0
494,'ThreeForksWater',0,40.3125,-123.4375,1.8,5044,40.205879,-123.497198,0,,,0,9999,9999,9999,3047.6952,0,10880,CIPV,0
495,'BidwellDitchGEN1',0,40.8125,-121.5625,1.8,5044,40.751538,-121.4883,0,,,0,9999,9999,9999,3047.6952,0,50233,CISC,0
496,'San_Dimas_Wash',0,34.1875,-117.8125,1.05,4811,34.124127,-117.803849,0,,,0,9999,9999,9999,3047.6952,0,54308,CIPV,0
497,'BlackCreek',0,47.5625,-121.8125,3.7,4768,47.4673,-121.738646,0,,,0,9999,9999,9999,3047.6952,0,54860,PSEI,0
498,'StrawberryCreek1',0,42.8125,-110.9375,1.5,4767,42.90447,-110.853799,0,,,0,9999,9999,9999,3047.6952,0,6393,WAUW,0
499,'LostCreek_CA',0,40.9375,-121.5625,1.7,4765,40.927018,-121.599844,0,,,0,9999,9999,9999,3047.6952,0,10708,CIPV,0
500,'BlindCanyon',0,42.6875,-114.8125,1.5,4629,42.69609,-114.802646,0,,,0,9999,9999,9999,3047.6952,0,54514,IPMV,0
501,'LittleMac1',0,42.6875,-114.5625,1.5,4621,42.62253,-114.674089,0,,,0,9999,9999,9999,3047.6952,0,10049,IPMV,0
502,'GregAvenue1',0,34.1875,-118.3125,1,4587,34.209453,-118.351948,0,,,0,9999,9999,9999,3047.6952,0,6643,LDWP,0
503,'Tulare_Success',0,36.0625,-118.8125,1.63,4566,36.057498,-118.914416,0,,,0,9999,9999,9999,3047.6952,0,10222,CISC,0
504,'PointLomaHY',0,39.0625,-120.9375,1.35,4546,39.079547,-120.955952,0,,,0,9999,9999,9999,3047.6952,0,-1,CIPV,0
505,'SouthConsol',0,33.4375,-112.1875,1.4,4541,33.44826,-112.075774,0,,,0,9999,9999,9999,3047.6952,0,100,SRP,0
506,'Redlands',0,39.0625,-108.5625,1.4,4387,39.067418,-108.58883,0,,,0,9999,9999,9999,3047.6952,0,50267,PSCO,0
507,'Salida_1',0,38.5625,-106.3125,1.4,4386,38.53927,-106.192046,0,,,0,9999,9999,9999,3047.6952,0,474,PSCO,0
508,'Bend1',0,44.0625,-121.3125,1.11,4323,44.06159,-121.311289,0,,,0,9999,9999,9999,3047.6952,0,6484,PACW,0
509,'KaselWitherpoonCoLS1',0,42.6875,-114.5625,1.4,4320,42.586126,-114.440513,0,,,0,9999,9999,9999,3047.6952,0,55007,IPMV,0
510,'CombieSouth1',0,38.9375,-121.0625,1.5,4200,39.013536,-121.103768,0,,,0,9999,9999,9999,3047.6952,0,846,CIPV,0
511,'DivisionCreek',0,34.3125,-117.9375,1.24,4176,34.314818,-117.817293,0,,,0,9999,9999,9999,3047.6952,0,-1,CIPV,0
512,'Marco_Ranch_1',0,42.6875,-114.5625,1.2,4040,42.72792,-114.507699,0,,,0,9999,9999,9999,3047.6952,0,50323,IPMV,0
513,'McPhee_1',0,37.4375,-108.4375,1.28,4011,37.354665,-108.553665,0,,,0,9999,9999,9999,3047.6952,0,7372,WALC,0
514,'Angels',0,38.0625,-120.4375,1.4,3922,38.07254,-120.539579,0,,,0,9999,9999,9999,3047.6952,0,215,CIPV,0
515,'Prospect4',0,42.6875,-122.5625,1,3893,42.77523,-122.524273,0,,,0,9999,9999,9999,3047.6952,0,3035,PACW,0
516,'Koyle_Ranch',0,42.9375,-114.6875,1.25,3857,42.947103,-114.791421,0,,,0,9999,9999,9999,3047.6952,0,10781,IPMV,0
517,'Merced_Falls_1',0,37.5625,-120.3125,3.5,3846,37.52255,-120.32934,0,,,0,9999,9999,9999,3047.6952,0,258,CIPV,0
518,'Ruxton_Park_1',0,38.8125,-104.8125,1.2,3760,38.853617,-104.911954,0,,,0,9999,9999,9999,3047.6952,0,495,WACM,0
519,'Georgetown_1',0,39.8125,-86.1875,1.2,3758,39.872,-86.244417,0,,,0,9999,9999,9999,3047.6952,0,472,PSCO,0
520,'Oak_Flat_1',0,39.8125,-121.0625,1.3,3642,39.882978,-121.051997,0,,,0,9999,9999,9999,3047.6952,0,626,CIPV,0
521,'St.Johns',0,34.8125,-118.0625,1.08,3637,34.902087,-118.136549,0,,,0,9999,9999,9999,3047.6952,0,50610,CISC,0
522,'Cascade_CO',0,38.8125,-104.8125,1,3368,38.855768,-104.932289,0,,,0,9999,9999,9999,3047.6952,0,-1,CIPV,0
523,'NelsonCreek1296',0,40.9375,-121.9375,1.2,3364,41.02049,-121.914299,0,,,0,9999,9999,9999,3047.6952,0,50223,CIPV,0
524,'Strontia1',0,39.5625,-105.0625,1,3128,39.477732,-105.069309,0,,,0,9999,9999,9999,3047.6952,0,10081,PSCO,0
525,'PonderosaBaileyCreek',0,40.4375,-121.9375,1.1,3083,40.434632,-121.870549,0,,,0,9999,9999,9999,3047.6952,0,10709,CIPV,0
526,'Potholes_East',0,46.3125,-119.3125,2.3,2963,46.370206,-119.250818,0,,,0,9999,9999,9999,3047.6952,0,56697,TPWR,0
527,'NotchButteGeoBon2',0,42.9375,-114.6875,0.93,2872,42.95504,-114.574654,0,,,0,9999,9999,9999,3047.6952,0,50718,IPMV,0
528,'Eltopia_Branch',0,46.1875,-119.0625,2.2,2835,46.259385,-119.115712,0,,,0,9999,9999,9999,3047.6952,0,56696,TPWR,0
529,'Hickman_1',0,37.6875,-120.6875,1,2802,37.6208,-120.727965,0,,,0,9999,9999,9999,3047.6952,0,162,TIDC,0
530,'ScottFlat7P',0,39.3125,-120.6875,1,2802,39.309435,-120.680682,0,,,0,9999,9999,9999,3047.6952,0,839,CIPV,0
531,'ArizonaFalls',0,33.4375,-111.8125,0.75,2434,33.472489,-111.901029,0,,,0,9999,9999,9999,3047.6952,0,-1,CIPV,0
532,'Rocky_Brook',0,47.5625,-123.0625,1.6,2063,47.617692,-122.981937,0,,,0,9999,9999,9999,3047.6952,0,50228,BPAT,0
533,'BoxCanyonID',0,42.8125,-114.9375,0.56,1886,42.700285,-114.82533,0,,,0,9999,9999,9999,3047.6952,0,-1,CIPV,0
