Ref ID,Plant/Unit (Short),Plant/Unit (Long),Bus #,ID,WECC Class Code,Status in GridView Model,Resource Modeling Category,TEPPC Area,TEPPC Region,County,State,Count for RPS?,Annual Energy (MWh),GV SubType,Generator Type,Primary Fuel,Hourly Profile,Hydro Region,Hydro Model,Nameplate (MW),SumCap (MW),WinCap (MW),Fuel Zone,"Commission Date","Retirement Date",Owner,"Ownership Shares","Confidential Location?","Latitude(Red=Confidential)","Longitude(Red=Confidential)",2022 PROMOD,PLANT_CODE,GENERATOR_ID,cooling,fuel E3,reported water source,waterpowercheck,
56,LostHillsCogen4,Lost Hills Cogeneration Plant-GEN4,35056,G4,0 (Existing),TRUE,5.Dispatchable Thermal,CIPV,CA-North,Kern,CA,No,10967,CT-NatGas-Aero,Combustion Turbine-Nat Gas-Aero Derivative,Gas-Natural Gas,N/A,N/A,N/A,3.5,3.5,3.5,NG_CA SJ Valley,1/1/1985,12/31/2050,AERA Energy LLC,,No,35.61573,-119.742819,N/A,52077,GEN4,None,Natural Gas,Unknown Freshwater,,
57,LostHillsCogen5,Lost Hills Cogeneration Plant-GEN5,35056,G5,0 (Existing),TRUE,5.Dispatchable Thermal,CIPV,CA-North,Kern,CA,No,7298,CT-NatGas-Aero,Combustion Turbine-Nat Gas-Aero Derivative,Gas-Natural Gas,N/A,N/A,N/A,3.5,3.5,3.5,NG_CA PGaE LT,1/1/1985,12/31/2050,AERA Energy LLC,,No,35.61573,-119.742819,N/A,52077,GEN5,None,Natural Gas,Unknown Freshwater,,
58,LostHillsCogen6,Lost Hills Cogeneration Plant-GEN6,35056,G6,0 (Existing),TRUE,5.Dispatchable Thermal,CIPV,CA-North,Kern,CA,No,7274,CT-NatGas-Aero,Combustion Turbine-Nat Gas-Aero Derivative,Gas-Natural Gas,N/A,N/A,N/A,3.5,3.5,3.5,NG_CA PGaE LT,1/1/1985,12/31/2050,AERA Energy LLC,,No,35.61573,-119.742819,N/A,52077,GEN6,None,Natural Gas,Unknown Freshwater,,
59,SouthBelridge1,South Belridge Cogeneration Facility-GEN1,35040,1,0 (Existing),TRUE,5.Dispatchable Thermal,CIPV,CA-North,Kern,CA,No,836,CT-NatGas-Aero,Combustion Turbine-Nat Gas-Aero Derivative,Gas-Natural Gas,N/A,N/A,N/A,31.4,31.4,31.4,NG_CA PGaE LT,1/1/1985,12/31/2050,AERA Energy LLC,,No,35.441061,-119.762767,N/A,50752,GEN1,None,Natural Gas,Unknown Freshwater,,
60,SouthBelridge2,South Belridge Cogeneration Facility-GEN2,35040,2,0 (Existing),TRUE,5.Dispatchable Thermal,CIPV,CA-North,Kern,CA,No,912,CT-NatGas-Aero,Combustion Turbine-Nat Gas-Aero Derivative,Gas-Natural Gas,N/A,N/A,N/A,31.4,31.4,31.4,NG_CA PGaE LT,1/1/1985,12/31/2050,AERA Energy LLC,,No,35.441061,-119.762767,N/A,50752,GEN2,None,Natural Gas,Unknown Freshwater,,
61,SouthBelridge3,South Belridge Cogeneration Facility-GEN3,35040,T3,0 (Existing),TRUE,5.Dispatchable Thermal,CIPV,CA-North,Kern,CA,No,855,CT-NatGas-Aero,Combustion Turbine-Nat Gas-Aero Derivative,Gas-Natural Gas,N/A,N/A,N/A,31.4,31.4,31.4,NG_CA PGaE LT,1/1/1985,12/31/2050,AERA Energy LLC,,No,35.441061,-119.762767,N/A,50752,GEN3,None,Natural Gas,Unknown Freshwater,,
62,AguaFria1,Agua Fria-AF1,15901,1,0 (Existing),TRUE,5.Dispatchable Thermal,SRP,AZ-NM-NV,Maricopa,AZ,No,8769,ST-NatGas,Steam Turbine-Gas,Gas-Natural Gas,N/A,N/A,N/A,113.64,113.64,113.64,NG_AZ South,1/1/1958,12/31/2050,Salt River Project,,No,33.552522,-112.215249,AguaFria1,141,AF1,None,Solar,Groundwater,,
63,AguaFria2,Agua Fria-AF2,15902,2,0 (Existing),TRUE,5.Dispatchable Thermal,SRP,AZ-NM-NV,Maricopa,AZ,No,7216,ST-NatGas,Steam Turbine-Gas,Gas-Natural Gas,N/A,N/A,N/A,113.64,113.64,113.64,NG_AZ South,4/1/1957,12/31/2050,Salt River Project,,No,33.552522,-112.215249,AguaFria2,141,AF2,None,Solar,Groundwater,,
64,AguaFria3,Agua Fria-AF3,15903,1,0 (Existing),TRUE,5.Dispatchable Thermal,SRP,AZ-NM-NV,Maricopa,AZ,No,27447,ST-NatGas,Steam Turbine-Gas,Gas-Natural Gas,N/A,N/A,N/A,163.2,163.2,163.2,NG_AZ South,4/1/1961,12/31/2050,Salt River Project,,No,33.552522,-112.215249,AguaFria3,141,AF3,None,Solar,Groundwater,,
65,AguaFria4,Agua Fria-AF4,15904,1,0 (Existing),TRUE,5.Dispatchable Thermal,SRP,AZ-NM-NV,Maricopa,AZ,No,234,CT-NatGas-Industrial,Combustion Turbine-Nat Gas-Industrial Frame,Gas-Natural Gas,N/A,N/A,N/A,80.55,80.55,80.55,NG_AZ South,5/1/1975,12/31/2050,Salt River Project,,No,33.552522,-112.215249,AguaFria4,141,AF4,None,Solar,Groundwater,,
66,AguaFria5,Agua Fria-AF5,15905,1,0 (Existing),TRUE,5.Dispatchable Thermal,SRP,AZ-NM-NV,Maricopa,AZ,No,243,CT-NatGas-Industrial,Combustion Turbine-Nat Gas-Industrial Frame,Gas-Natural Gas,N/A,N/A,N/A,71.2,71.2,71.2,NG_AZ South,7/1/1974,12/31/2050,Salt River Project,,No,33.552522,-112.215249,AguaFria5,141,AF5,None,Solar,Groundwater,,
67,AguaFria6,Agua Fria-AF6,15906,2,0 (Existing),TRUE,5.Dispatchable Thermal,SRP,AZ-NM-NV,Maricopa,AZ,No,372,CT-NatGas-Industrial,Combustion Turbine-Nat Gas-Industrial Frame,Gas-Natural Gas,N/A,N/A,N/A,71.2,71.2,71.2,NG_AZ South,7/1/1974,12/31/2050,Salt River Project,,No,33.552522,-112.215249,AguaFria6,141,AF6,None,Solar,Groundwater,,
68,Alameda1,Alameda-1,38118,1,0 (Existing),TRUE,5.Dispatchable Thermal,CIPB,CA-North,Alameda,CA,No,1852,CT-NatGas-Aero,Combustion Turbine-Nat Gas-Aero Derivative,Gas-Natural Gas,N/A,N/A,N/A,25.4,25.4,25.4,NG_CA PGaE LT,1/1/1986,12/31/2050,Northern California Power Agny,,No,37.787952,-122.29231,Alameda1,7450,1,None,Natural Gas,Waste Water,,
69,Alameda2,Alameda-2,38119,1,0 (Existing),TRUE,5.Dispatchable Thermal,CIPB,CA-North,Alameda,CA,No,1943,CT-NatGas-Aero,Combustion Turbine-Nat Gas-Aero Derivative,Gas-Natural Gas,N/A,N/A,N/A,25.4,25.4,25.4,NG_CA PGaE LT,1/1/1986,12/31/2050,Northern California Power Agny,,No,37.787952,-122.29231,Alameda2,7450,2,None,Natural Gas,Waste Water,,
70,AlbeniFalls1,Albeni Falls-1,40028,1,0 (Existing),TRUE,2.Hourly Hydro,BPAT,NWPP,Bonner,ID,No,65781,Hydro,Hydro,Water,HY_AlbeniFalls_2024[05],Northwest,UseGivenSchedule,14.2,14.2,14.2,DefaultFuel,12/1/1955,12/31/2050,USACE Northwestern Division,,No,48.182393,-116.997738,ALBENIF,851,1,None,Hydropower,Surface Water,1,
71,AlbeniFalls2,Albeni Falls-2,40030,2,0 (Existing),TRUE,2.Hourly Hydro,BPAT,NWPP,Bonner,ID,No,65781,Hydro,Hydro,Water,HY_AlbeniFalls_2024[05],Northwest,UseGivenSchedule,14.2,14.2,14.2,DefaultFuel,12/1/1955,12/31/2050,USACE Northwestern Division,,No,48.182393,-116.997738,ALBENIF,851,2,None,Hydropower,Surface Water,1,
72,AlbeniFalls3,Albeni Falls-3,40032,3,0 (Existing),TRUE,2.Hourly Hydro,BPAT,NWPP,Bonner,ID,No,65781,Hydro,Hydro,Water,HY_AlbeniFalls_2024[05],Northwest,UseGivenSchedule,14.2,14.2,14.2,DefaultFuel,12/1/1955,12/31/2050,USACE Northwestern Division,,No,48.182393,-116.997738,ALBENIF,851,3,None,Hydropower,Surface Water,1,
73,Alcova1,Alcova-1,73332,1,0 (Existing),TRUE,2.Hourly Hydro,WACM,RMPA,Natrona,WY,No,45364,Hydro,Hydro,Water,HY_Alcova_2024[05],East,UseGivenSchedule,20.7,20.7,20.7,DefaultFuel,7/1/1955,12/31/2050,U S Bureau of Reclamation,,No,42.515989,-106.739063,ALCOVA,6409,1,None,Hydropower,Surface Water,1,
74,Alcova2,Alcova-2,73438,1,0 (Existing),TRUE,2.Hourly Hydro,WACM,RMPA,Natrona,WY,No,45364,Hydro,Hydro,Water,HY_Alcova_2024[05],East,UseGivenSchedule,20.7,20.7,20.7,DefaultFuel,7/1/1955,12/31/2050,U S Bureau of Reclamation,,No,42.515989,-106.739063,ALCOVA,6409,2,None,Hydropower,Surface Water,1,
75,AldenBailey,Alden Bailey Power Plant-LOKI,47290,2,0 (Existing),TRUE,5.Dispatchable Thermal,BPAT,NWPP,Clatsop,OR,No,45669,CT-NatGas-Aero,Combustion Turbine-Nat Gas-Aero Derivative,Gas-Natural Gas,N/A,N/A,N/A,10.9,10.9,10.9,NG_OR,12/1/2001,12/31/2050,Clatskanie Peoples Util Dist,,No,46.151868,-123.407476,??,56223,LOKI,None,Natural Gas,Unknown Freshwater,,
76,Alder11,Alder-11,46671,1,0 (Existing),TRUE,3.PLFHTC Hydro,TPWR,NWPP,Pierce,WA,No,82016,Hydro,Hydro,Water,NA,Northwest,PLF,25,25,25,DefaultFuel,5/1/1947,12/31/2050,City of Tacoma  - (WA),,No,46.82302,-122.304979,ALDER,3913,11,None,Hydropower,Surface Water,1,
77,Alder12,Alder-12,46672,1,0 (Existing),TRUE,3.PLFHTC Hydro,TPWR,NWPP,Pierce,WA,No,82016,Hydro,Hydro,Water,NA,Northwest,PLF,25,25,25,DefaultFuel,12/1/1945,12/31/2050,City of Tacoma  - (WA),,No,46.82302,-122.304979,ALDER,3913,12,None,Hydropower,Surface Water,1,
81,Almond1,Almond Power Plant-1,38564,1,0 (Existing),TRUE,5.Dispatchable Thermal,TIDC,CA-North,Stanislaus,CA,No,102293,CT-NatGas-Aero,Combustion Turbine-Nat Gas-Aero Derivative,Gas-Natural Gas,N/A,N/A,N/A,51.5,51.5,51.5,NG_CA PGaE LT,5/1/1996,12/31/2050,Turlock Irrigation District,,No,37.572362,-120.993681,Almond1,7315,1,None,Natural Gas,Municipal,,
82,Almond2-2,Almond Power Plant-2,38544,1,0 (Existing),TRUE,5.Dispatchable Thermal,TIDC,CA-North,Stanislaus,CA,No,26089,CT-NatGas-Aero,Combustion Turbine-Nat Gas-Aero Derivative,Gas-Natural Gas,N/A,N/A,N/A,58,58,58,NG_CA PGaE LT,7/13/2012,12/31/2050,Turlock Irrigation District,,No,37.572362,-120.993681,Almond2,7315,2,None,Natural Gas,Municipal,,
83,Almond2-3,Almond Power Plant-3,38545,1,0 (Existing),TRUE,5.Dispatchable Thermal,TIDC,CA-North,Stanislaus,CA,No,22085,CT-NatGas-Aero,Combustion Turbine-Nat Gas-Aero Derivative,Gas-Natural Gas,N/A,N/A,N/A,58,58,58,NG_CA PGaE LT,7/13/2012,12/31/2050,Turlock Irrigation District,,No,37.572362,-120.993681,Almond3,7315,3,None,Natural Gas,Municipal,,
84,Almond2-4,Almond Power Plant-4,38546,1,0 (Existing),TRUE,5.Dispatchable Thermal,TIDC,CA-North,Stanislaus,CA,No,21824,CT-NatGas-Aero,Combustion Turbine-Nat Gas-Aero Derivative,Gas-Natural Gas,N/A,N/A,N/A,58,58,58,NG_CA PGaE LT,7/13/2012,12/31/2050,Turlock Irrigation District,,No,37.572362,-120.993681,Almond4,7315,4,None,Natural Gas,Municipal,,
85,BasinCreek1,Basin Creek Plant-1,621521,1,0 (Existing),TRUE,5.Dispatchable Thermal,NWMT,NWPP,Silver Bow,MT,No,456,ICE-NatGas,Internal Combustion Engine (ICE),Gas-Natural Gas,N/A,N/A,N/A,5.75,5.75,5.75,NG_MT,5/1/2006,1/1/2050,Basin Creek Power Services LLC,,No,45.927701,-112.522416,Basin Creek Gen.,55866,1,None,Natural Gas,Municipal,,
86,BasinCreek2,Basin Creek Plant-2,621521,2,0 (Existing),TRUE,5.Dispatchable Thermal,NWMT,NWPP,Silver Bow,MT,No,507,ICE-NatGas,Internal Combustion Engine (ICE),Gas-Natural Gas,N/A,N/A,N/A,5.75,5.75,5.75,NG_MT,5/1/2006,1/1/2050,Basin Creek Power Services LLC,,No,45.927701,-112.522416,Basin Creek Gen.,55866,2,None,Natural Gas,Municipal,,
87,BasinCreek3,Basin Creek Plant-3,621521,3,0 (Existing),TRUE,5.Dispatchable Thermal,NWMT,NWPP,Silver Bow,MT,No,557,ICE-NatGas,Internal Combustion Engine (ICE),Gas-Natural Gas,N/A,N/A,N/A,5.75,5.75,5.75,NG_MT,5/1/2006,1/1/2050,Basin Creek Power Services LLC,,No,45.927701,-112.522416,Basin Creek Gen.,55866,3,None,Natural Gas,Municipal,,
88,BasinCreek4,Basin Creek Plant-4,621521,4,0 (Existing),TRUE,5.Dispatchable Thermal,NWMT,NWPP,Silver Bow,MT,No,537,ICE-NatGas,Internal Combustion Engine (ICE),Gas-Natural Gas,N/A,N/A,N/A,5.75,5.75,5.75,NG_MT,5/1/2006,1/1/2050,Basin Creek Power Services LLC,,No,45.927701,-112.522416,Basin Creek Gen.,55866,4,None,Natural Gas,Municipal,,
89,BasinCreek5,Basin Creek Plant-5,621521,5,0 (Existing),TRUE,5.Dispatchable Thermal,NWMT,NWPP,Silver Bow,MT,No,555,ICE-NatGas,Internal Combustion Engine (ICE),Gas-Natural Gas,N/A,N/A,N/A,5.75,5.75,5.75,NG_MT,5/1/2006,1/1/2050,Basin Creek Power Services LLC,,No,45.927701,-112.522416,Basin Creek Gen.,55866,5,None,Natural Gas,Municipal,,
90,BasinCreek6,Basin Creek Plant-6,621521,6,0 (Existing),TRUE,5.Dispatchable Thermal,NWMT,NWPP,Silver Bow,MT,No,558,ICE-NatGas,Internal Combustion Engine (ICE),Gas-Natural Gas,N/A,N/A,N/A,5.75,5.75,5.75,NG_MT,5/1/2006,1/1/2050,Basin Creek Power Services LLC,,No,45.927701,-112.522416,Basin Creek Gen.,55866,6,None,Natural Gas,Municipal,,
91,BasinCreek7,Basin Creek Plant-7,621521,7,0 (Existing),TRUE,5.Dispatchable Thermal,NWMT,NWPP,Silver Bow,MT,No,532,ICE-NatGas,Internal Combustion Engine (ICE),Gas-Natural Gas,N/A,N/A,N/A,5.75,5.75,5.75,NG_MT,5/1/2006,1/1/2050,Basin Creek Power Services LLC,,No,45.927701,-112.522416,Basin Creek Gen.,55866,7,None,Natural Gas,Municipal,,
92,BasinCreek8,Basin Creek Plant-8,621521,8,0 (Existing),TRUE,5.Dispatchable Thermal,NWMT,NWPP,Silver Bow,MT,No,555,ICE-NatGas,Internal Combustion Engine (ICE),Gas-Natural Gas,N/A,N/A,N/A,5.75,5.75,5.75,NG_MT,5/1/2006,1/1/2050,Basin Creek Power Services LLC,,No,45.927701,-112.522416,Basin Creek Gen.,55866,8,None,Natural Gas,Municipal,,
93,BasinCreek9,Basin Creek Plant-9,621521,9,0 (Existing),TRUE,5.Dispatchable Thermal,NWMT,NWPP,Silver Bow,MT,No,571,ICE-NatGas,Internal Combustion Engine (ICE),Gas-Natural Gas,N/A,N/A,N/A,5.75,5.75,5.75,NG_MT,5/1/2006,1/1/2050,Basin Creek Power Services LLC,,No,45.927701,-112.522416,Basin Creek Gen.,55866,9,None,Natural Gas,Municipal,,
94,zyBeaver1,Beaver-1,43017,1,0 (Existing),FALSE,7.Plant Parts,PGE,NWPP,Columbia,OR,No,0,CCPart-NatGas-Industrial,Combined Cycle-Gas Part-Industrial Frame,Gas-Natural Gas,None,N/A,N/A,68.3,68.3,68.3,NG_WA,8/1/1974,12/31/2050,Portland General Electric Co,,No,46.169788,-123.150527,N/A,8073,1,Recirculating,Natural Gas,Surface Water,,
95,zyBeaver2,Beaver-2,43017,2,0 (Existing),FALSE,7.Plant Parts,PGE,NWPP,Columbia,OR,No,0,CCPart-NatGas-Industrial,Combined Cycle-Gas Part-Industrial Frame,Gas-Natural Gas,None,N/A,N/A,68.3,68.3,68.3,NG_WA,8/1/1974,12/31/2050,Portland General Electric Co,,No,46.169788,-123.150527,N/A,8073,2,Recirculating,Natural Gas,Surface Water,,
96,zyBeaver3,Beaver-3,43017,3,0 (Existing),FALSE,7.Plant Parts,PGE,NWPP,Columbia,OR,No,0,CCPart-NatGas-Industrial,Combined Cycle-Gas Part-Industrial Frame,Gas-Natural Gas,None,N/A,N/A,68.3,68.3,68.3,NG_WA,8/1/1974,12/31/2050,Portland General Electric Co,,No,46.169788,-123.150527,N/A,8073,3,Recirculating,Natural Gas,Surface Water,,
97,zyBeaver4,Beaver-4,43017,4,0 (Existing),FALSE,7.Plant Parts,PGE,NWPP,Columbia,OR,No,0,CCPart-NatGas-Industrial,Combined Cycle-Gas Part-Industrial Frame,Gas-Natural Gas,None,N/A,N/A,68.3,68.3,68.3,NG_WA,8/1/1974,12/31/2050,Portland General Electric Co,,No,46.169788,-123.150527,N/A,8073,4,Recirculating,Natural Gas,Surface Water,,
98,zyBeaver5,Beaver-5,43017,5,0 (Existing),FALSE,7.Plant Parts,PGE,NWPP,Columbia,OR,No,0,CCPart-NatGas-Industrial,Combined Cycle-Gas Part-Industrial Frame,Gas-Natural Gas,None,N/A,N/A,68.3,68.3,68.3,NG_WA,8/1/1974,12/31/2050,Portland General Electric Co,,No,46.169788,-123.150527,N/A,8073,5,Recirculating,Natural Gas,Surface Water,,
99,zyBeaver6,Beaver-6,43017,6,0 (Existing),FALSE,7.Plant Parts,PGE,NWPP,Columbia,OR,No,0,CCPart-NatGas-Industrial,Combined Cycle-Gas Part-Industrial Frame,Gas-Natural Gas,None,N/A,N/A,68.3,68.3,68.3,NG_WA,8/1/1974,12/31/2050,Portland General Electric Co,,No,46.169788,-123.150527,N/A,8073,6,Recirculating,Natural Gas,Surface Water,,
100,zyBeaver7,Beaver-7,43019,1,0 (Existing),FALSE,7.Plant Parts,PGE,NWPP,Columbia,OR,No,0,CCPart-Steam,Combined Cycle-Steam Part,Waste Heat,None,N/A,N/A,176.4,176.4,176.4,Waste_Heat,11/1/1977,12/31/2050,Portland General Electric Co,,No,46.169788,-123.150527,N/A,8073,7,Recirculating,Natural Gas,Surface Water,,
101,Beaver8,Beaver-8,43018,8,0 (Existing),TRUE,5.Dispatchable Thermal,PGE,NWPP,Columbia,OR,No,36714,CT-NatGas-Industrial,Combustion Turbine-Nat Gas-Industrial Frame,Gas-Natural Gas,N/A,N/A,N/A,24.5,24.5,24.5,NG_WA,9/1/1999,12/31/2050,Portland General Electric Co,,No,46.169788,-123.150527,N/A,8073,8,Recirculating,Natural Gas,Surface Water,,
105,Balch1-1,Balch 1-1,34624,1,0 (Existing),TRUE,2.Hourly Hydro,CIPV,CA-North,Fresno/Kings River,CA,No,85992,Hydro,Hydro,Water,HY_Balch1_2024[05],California,UseGivenSchedule,34,34,34,DefaultFuel,1/1/1927,12/31/2050,Pacific Gas & Electric Co,,No,36.82021,-119.371209,Balch 1,217,1,None,Hydropower,Surface Water,1,
106,Balch2-2,Balch 2-2,34612,1,0 (Existing),TRUE,3.PLFHTC Hydro,CIPV,CA-North,Fresno/Kings River,CA,No,306223,Hydro,Hydro,Water,None,California,HTC,52.5,52.5,52.5,DefaultFuel,1/1/1958,12/31/2050,Pacific Gas & Electric Co,,No,36.82021,-119.371209,Balch 2,218,2,None,Hydropower,Surface Water,1,
107,Balch2-3,Balch 2-3,34614,1,0 (Existing),TRUE,3.PLFHTC Hydro,CIPV,CA-North,Fresno/Kings River,CA,No,318470,Hydro,Hydro,Water,None,California,HTC,54.6,54.6,54.6,DefaultFuel,1/1/1958,12/31/2050,Pacific Gas & Electric Co,,No,36.82021,-119.371209,Balch 2,218,3,None,Hydropower,Surface Water,1,
108,AirportIndustrial1,Airport Industrial-IC1,70548,T1,0 (Existing),TRUE,5.Dispatchable Thermal,PSCO,RMPA,??,CO,No,6,CT-OilDistillate,Combustion Turbine-Oil,Oil-Distillate Fuel,N/A,N/A,N/A,2.5,2.5,2.5,Oil_DistillateFuel_2,12/1/2001,12/31/2050,Black Hills/Colorado Elec.Util,,No,38.28324,-104.532549,??,7995,IC1,Recirculating,Natural Gas,Surface Water,,
109,AirportIndustrial2,Airport Industrial-IC2,70548,T2,0 (Existing),TRUE,5.Dispatchable Thermal,PSCO,RMPA,??,CO,No,3,CT-OilDistillate,Combustion Turbine-Oil,Oil-Distillate Fuel,N/A,N/A,N/A,2.5,2.5,2.5,Oil_DistillateFuel_2,12/1/2001,12/31/2050,Black Hills/Colorado Elec.Util,,No,38.28324,-104.532549,??,7995,IC2,Recirculating,Natural Gas,Surface Water,,
110,AirportIndustrial3,Airport Industrial-IC3,70548,T3,0 (Existing),TRUE,5.Dispatchable Thermal,PSCO,RMPA,??,CO,No,5,CT-OilDistillate,Combustion Turbine-Oil,Oil-Distillate Fuel,N/A,N/A,N/A,2.5,2.5,2.5,Oil_DistillateFuel_2,12/1/2001,12/31/2050,Black Hills/Colorado Elec.Util,,No,38.28324,-104.532549,??,7995,IC3,Recirculating,Natural Gas,Surface Water,,
111,AirportIndustrial4,Airport Industrial-IC4,70548,T4,0 (Existing),TRUE,5.Dispatchable Thermal,PSCO,RMPA,??,CO,No,5,CT-OilDistillate,Combustion Turbine-Oil,Oil-Distillate Fuel,N/A,N/A,N/A,2.5,2.5,2.5,Oil_DistillateFuel_2,12/1/2001,12/31/2050,Black Hills/Colorado Elec.Util,,No,38.28324,-104.532549,??,7995,IC4,Recirculating,Natural Gas,Surface Water,,
112,Alamosa1,Alamosa-CT1,70485,G1,0 (Existing),TRUE,5.Dispatchable Thermal,PSCO,RMPA,Alamosa,CO,No,0,CT-NatGas-Industrial,Combustion Turbine-Nat Gas-Industrial Frame,Gas-Natural Gas,N/A,N/A,N/A,26.6,26.6,26.6,NG_CO,12/1/1972,12/31/2019,Public Service Co of Colorado,,No,37.458451,-105.892294,AlamsGT1,464,CT1,None,Natural Gas,Unknown Freshwater,,
113,Alamosa2,Alamosa-CT2,70486,G2,0 (Existing),TRUE,5.Dispatchable Thermal,PSCO,RMPA,Alamosa,CO,No,0,CT-NatGas-Industrial,Combustion Turbine-Nat Gas-Industrial Frame,Gas-Natural Gas,N/A,N/A,N/A,26.6,26.6,26.6,NG_CO,12/1/1976,12/31/2019,Public Service Co of Colorado,,No,37.458451,-105.892294,AlamsGT2,464,CT2,None,Natural Gas,Unknown Freshwater,,
114,RE-Ajo,RE Ajo 1 LLC-1_Ajo Solar,15213,A1,0 (Existing),TRUE,1.Hourly Renewable,AZPS,AZ-NM-NV,Pima,AZ,Yes,10434,SolarPV-NonTracking,SolarPV-Non-Tracking,Sun,PV-Fixed_AZ_NO_2024[05],N/A,N/A,4.5,4.5,4.5,DefaultFuel,9/26/2011,12/31/2050,RE Ajo 1 LLC,,No,32.419048,-112.674746,??,57795,1,None,Biomass,Unknown Freshwater,,
115,zyApexCC-CT1,Apex Generating Station-CTG1,18441,1,0 (Existing),FALSE,7.Plant Parts,NEVP,AZ-NM-NV,Clark,NV,No,0,CCPart-NatGas-Industrial,Combined Cycle-Gas Part-Industrial Frame,Gas-Natural Gas,None,N/A,N/A,174,174,174,NG_NV South,5/1/2003,12/31/2050,Las Vegas Power Company LLC,,No,36.17293,-115.140359,N/A,55514,CTG1,Dry Cooled,Natural Gas,Groundwater,,
116,zyApexCC-CT2,Apex Generating Station-CTG2,18442,1,0 (Existing),FALSE,7.Plant Parts,NEVP,AZ-NM-NV,Clark,NV,No,0,CCPart-NatGas-Industrial,Combined Cycle-Gas Part-Industrial Frame,Gas-Natural Gas,None,N/A,N/A,174,174,174,NG_NV South,5/1/2003,12/31/2050,Las Vegas Power Company LLC,,No,36.17293,-115.140359,N/A,55514,CTG2,Dry Cooled,Natural Gas,Groundwater,,
117,zyApexCC-ST,Apex Generating Station-STG1,18443,1,0 (Existing),FALSE,7.Plant Parts,NEVP,AZ-NM-NV,Clark,NV,No,0,CCPart-Steam,Combined Cycle-Steam Part,Waste Heat,None,N/A,N/A,252.6,252.6,252.6,Waste_Heat,5/1/2003,12/31/2050,Las Vegas Power Company LLC,,No,36.17293,-115.140359,N/A,55514,STG1,Dry Cooled,Natural Gas,Groundwater,,
118,ApacheST2,Apache Station-ST2,17029,1,0 (Existing),TRUE,5.Dispatchable Thermal,WALC,AZ-NM-NV,Cochise,AZ,No,1386789,ST-Coal,Steam Turbine-Coal,Coal-Sub,N/A,N/A,N/A,204,204,204,Coal_AZ,1/1/1979,12/31/2050,Arizona Electric Pwr Coop Inc,,No,32.059997,-109.891068,ApachST2,160,ST2,Recirculating,Natural Gas,Groundwater,,
119,ApacheST3,Apache Station-ST3,17030,1,0 (Existing),TRUE,5.Dispatchable Thermal,WALC,AZ-NM-NV,Cochise,AZ,No,1397677,ST-Coal,Steam Turbine-Coal,Coal-Sub,N/A,N/A,N/A,204,204,204,Coal_AZ,9/1/1979,12/31/2050,Arizona Electric Pwr Coop Inc,,No,32.059997,-109.891068,ApachST3,160,ST3,Recirculating,Natural Gas,Groundwater,,
120,ApacheGT2,Apache Station-GT2,17025,1,0 (Existing),TRUE,5.Dispatchable Thermal,WALC,AZ-NM-NV,Cochise,AZ,No,19792,CT-NatGas-Industrial,Combustion Turbine-Nat Gas-Industrial Frame,Gas-Natural Gas,N/A,N/A,N/A,20.4,20.4,20.4,NG_AZ South,6/1/1972,12/31/2050,Arizona Electric Pwr Coop Inc,,No,32.059997,-109.891068,ApachGT2,160,GT2,Recirculating,Natural Gas,Groundwater,,
121,ApacheGT3,Apache Station-GT3,17026,1,0 (Existing),TRUE,5.Dispatchable Thermal,WALC,AZ-NM-NV,Cochise,AZ,No,74159,CT-NatGas-Industrial,Combustion Turbine-Nat Gas-Industrial Frame,Gas-Natural Gas,N/A,N/A,N/A,78.7,78.7,78.7,NG_AZ South,12/1/1973,12/31/2050,Arizona Electric Pwr Coop Inc,,No,32.059997,-109.891068,ApachGT3,160,GT3,Recirculating,Natural Gas,Groundwater,,
122,ApacheGT4,Apache Station-GT4,17027,1,0 (Existing),TRUE,5.Dispatchable Thermal,WALC,AZ-NM-NV,Cochise,AZ,No,152803,CT-NatGas-Aero,Combustion Turbine-Nat Gas-Aero Derivative,Gas-Natural Gas,N/A,N/A,N/A,60.5,60.5,60.5,NG_AZ South,9/1/2002,12/31/2050,Arizona Electric Pwr Coop Inc,,No,32.059997,-109.891068,N/A,160,GT4,Recirculating,Natural Gas,Groundwater,,
123,zyApacheST1-CC,Apache Station-ST1,17028,1,0 (Existing),FALSE,7.Plant Parts,WALC,AZ-NM-NV,Cochise,AZ,No,0,CCPart-Steam,Combined Cycle-Steam Part,Waste Heat,None,N/A,N/A,81.6,81.6,81.6,Waste_Heat,12/1/1964,12/31/2050,Arizona Electric Pwr Coop Inc,,No,32.059997,-109.891068,N/A,160,ST1,Recirculating,Natural Gas,Groundwater,,
124,zyApacheGT1-CC,Apache Station-GT1,17024,1,0 (Existing),FALSE,7.Plant Parts,WALC,AZ-NM-NV,Cochise,AZ,No,0,CCPart-NatGas-Industrial,Combined Cycle-Gas Part-Industrial Frame,Gas-Natural Gas,None,N/A,N/A,11.5,11.5,11.5,NG_AZ South,12/1/1964,12/31/2050,Arizona Electric Pwr Coop Inc,,No,32.059997,-109.891068,ApachGT1,160,GT1,Recirculating,Natural Gas,Groundwater,,
