Ref ID,Plant/Unit (Short),Plant/Unit (Long),Bus #,ID,WECC Class Code,Status in GridView Model,Resource Modeling Category,TEPPC Area,TEPPC Region,County,State,Count for RPS?,Annual Energy (MWh),GV SubType,Generator Type,Primary Fuel,Hourly Profile,Hydro Region,Hydro Model,Nameplate (MW),SumCap (MW),WinCap (MW),Fuel Zone,"Commission Date","Retirement Date",Owner,"Ownership Shares","Confidential Location?","Latitude(Red=Confidential)","Longitude(Red=Confidential)",2022 PROMOD,PLANT_CODE,GENERATOR_ID,cooling,fuel E3,reported water source,waterpowercheck,
3594,Thompson_Falls5,Thompson Falls-TF5,629522,5,0 (Existing),TRUE,3.PLFHTC Hydro,NWMT,NWPP,Sanders,MT,No,26343,Hydro,Hydro,Water,None,Northwest,PLF K=0 (Flat),5,5,5,DefaultFuel,7/1/1915,12/31/2050,PPL Montana LLC,,No,47.596026,-115.357941,THOMSON,2195,TF5,None,Hydropower,Surface Water,1,
3595,Thompson_Falls6,Thompson Falls-TF6,629522,6,0 (Existing),TRUE,3.PLFHTC Hydro,NWMT,NWPP,Sanders,MT,No,26343,Hydro,Hydro,Water,None,Northwest,PLF K=0 (Flat),5,5,5,DefaultFuel,7/1/1915,12/31/2050,PPL Montana LLC,,No,47.596026,-115.357941,THOMSON,2195,TF6,None,Hydropower,Surface Water,1,
3596,Thompson_Falls7,Thompson Falls-TF7,629524,7,0 (Existing),TRUE,3.PLFHTC Hydro,NWMT,NWPP,Sanders,MT,No,300841,Hydro,Hydro,Water,None,Northwest,PLF K=0 (Flat),57.1,57.1,57.1,DefaultFuel,1/1/1996,12/31/2050,PPL Montana LLC,,No,47.596026,-115.357941,THOMSON,2195,TF7,None,Hydropower,Surface Water,1,
3597,ThousandSpring1,Thousand Springs-1,60120,T3,0 (Existing),TRUE,3.PLFHTC Hydro,IPMV,Basin,Gooding,ID,No,3087,Hydro,Hydro,Water,None,Northwest,PLF K=0 (Flat),1,1,1,DefaultFuel,8/1/1912,12/31/2050,Idaho Power Co,,No,42.74165,-114.838185,ID Sml Hydro Aggr,820,1,None,Hydropower,Surface Water,1,
3598,ThousandSpring2,Thousand Springs-2,60120,T4,0 (Existing),TRUE,3.PLFHTC Hydro,IPMV,Basin,Gooding,ID,No,3087,Hydro,Hydro,Water,None,Northwest,PLF K=0 (Flat),1,1,1,DefaultFuel,8/1/1912,12/31/2050,Idaho Power Co,,No,42.74165,-114.838185,ID Sml Hydro Aggr,820,2,None,Hydropower,Surface Water,1,
3599,ThousandSpring3,Thousand Springs-3,60120,T5,0 (Existing),TRUE,3.PLFHTC Hydro,IPMV,Basin,Gooding,ID,No,20982,Hydro,Hydro,Water,None,Northwest,PLF K=0 (Flat),6.8,6.8,6.8,DefaultFuel,5/1/1920,12/31/2050,Idaho Power Co,,No,42.74165,-114.838185,ID Sml Hydro Aggr,820,3,None,Hydropower,Surface Water,1,
3600,Tiber_Dam,Tiber Dam Hydroelectric Plant-HY1,631070,1,0 (Existing),TRUE,"2-3. Hydro (TBD, Hourly or PLF/HTC)",WAUW,NWPP,Liberty,MT,Yes,25258,Hydro,Hydro,Water,HY_Generic_2024[Keswick05],East,UseGivenSchedule,7.5,7.5,7.5,DefaultFuel,6/26/2005,12/31/2024,Tiber Montana LLC,,No,48.513645,-110.965384,N/A,56499,HY1,None,Hydropower,Surface Water,1,
3601,THUMS_GEN1,THUMS-GEN1,24327,1,0 (Existing),TRUE,5.Dispatchable Thermal,CISC,CA-South,Los Angeles,CA,No,3293,CT-NatGas-Aero,Combustion Turbine-Nat Gas-Aero Derivative,Gas-Natural Gas,N/A,N/A,N/A,47,47,47,NG_CA SoCalGas,12/20/2002,12/3/2052,THUMS Long Beach Company,,No,33.768665,-118.212566,??,56051,GEN1,None,Natural Gas,Municipal,,
3603,Three_Sisters_1,Three Sisters-1,54381,1,0 (Existing),TRUE,3.PLFHTC Hydro,AESO,Alberta,??,AB,No,9591,Hydro,Hydro,Water,NA,Alberta,HTC,3,3,3,DefaultFuel,1/1/1954,12/1/2050,Alberta Int. Electric System,,YES,Confidential,Confidential,Bow River,,,#N/A,#N/A,#N/A,#N/A,
3605,ThreeForksWater,Three Forks Water Power Project-1,31118,1,0 (Existing),TRUE,3.PLFHTC Hydro,CIPV,CA-North,??,CA,Yes,5044,HydroRPS,Hydro-RPS,Water,None,California,PLF K=0 (Flat),1.8,1.8,1.8,DefaultFuel,11/1/2011,12/31/2050,Grizzly Mountain Ranch,,No,40.205879,-123.497198,PG&E_VLY Aggr Small Hydro,54308,1,None,Hydropower,Surface Water,1,
3606,Campbell_Hill,Campbell Hill Windpower-CHWF,69092,1,0 (Existing),TRUE,1.Hourly Renewable,PAWY,Basin,Converse,WY,Yes,302919,WT-Onshore,Wind-Onshore,Wind,WT-E_WY_CE_2024[05],N/A,N/A,100.5,100.5,100.5,DefaultFuel,11/1/2009,12/31/2050,Duke Energy DEGS Campbell Hill,,No,43.014215,-106.061895,Three Buttes,57090,CHWF,None,Solar,Unknown Freshwater,,
3608,zyTPE-CC-CT1,Thermo Power & Electric-GEN1,70654,H4,0 (Existing),FALSE,7.Plant Parts,PSCO,RMPA,??,CO,No,0,CCPart-NatGas-Industrial,Combined Cycle-Gas Part-Industrial Frame,Gas-Natural Gas,None,N/A,N/A,47.2,47.2,47.2,NG_CO,8/1/1988,12/31/2050,Thermo Power & Electric LLC,,No,40.410102,-104.684412,N/A,50676,GEN1,Recirculating,Natural Gas,Municipal,,
3609,zyTPE-CC-CT2,Thermo Power & Electric-GEN2,70654,H5,0 (Existing),FALSE,7.Plant Parts,PSCO,RMPA,??,CO,No,0,CCPart-NatGas-Industrial,Combined Cycle-Gas Part-Industrial Frame,Gas-Natural Gas,None,N/A,N/A,47.2,47.2,47.2,NG_CO,8/1/1988,12/31/2050,Thermo Power & Electric LLC,,No,40.410102,-104.684412,N/A,50676,GEN2,Recirculating,Natural Gas,Municipal,,
3610,zyTPE-CC-ST3,Thermo Power & Electric-GEN3,70654,H6,0 (Existing),FALSE,7.Plant Parts,PSCO,RMPA,??,CO,No,0,CCPart-Steam,Combined Cycle-Steam Part,Waste Heat,None,N/A,N/A,16.4,16.4,16.4,Waste_Heat,8/1/1988,12/31/2050,Thermo Power & Electric LLC,,No,40.410102,-104.684412,N/A,50676,GEN3,Recirculating,Natural Gas,Municipal,,
3611,ThermoNo1-1Retired,RETIRED Thermo No 1-1,65960,T1,Retired,TRUE,6.Must Run Thermal,PAUT,Basin,Beaver,UT,Yes,0,Geo-BinaryCycle,Binary Cycle,Geothermal,N/A,N/A,N/A,10.5,10.5,10.5,Geothermal,4/1/2009,3/31/2013,Thermo No 1 BE 01 LLC,,No,38.341903,-113.169123,Thermo Geo Hatch,57353,1,None,Biomass,Unknown Freshwater,,
3612,ThermoNo1-2,Thermo No 1-2,65960,T2,0 (Existing),TRUE,6.Must Run Thermal,PAUT,Basin,Beaver,UT,Yes,104328,Geo-BinaryCycle,Binary Cycle,Geothermal,N/A,N/A,N/A,14,14,14,Geothermal,4/1/2013,12/31/2050,Thermo No 1 BE 01 LLC,,No,38.341903,-113.169123,N/A,57353,2,None,Biomass,Unknown Freshwater,,
3613,ThermoGreeley1,Thermo Greeley-GEN1,70210,T1,0 (Existing),FALSE,5.Dispatchable Thermal,PSCO,RMPA,??,CO,No,0,CCWhole-NatGas-SingleShaft,Combined Cycle-Single Shaft,Gas-Natural Gas,N/A,N/A,N/A,37,37,37,NG_CO,6/1/1996,12/31/2050,Thermo Greeley LLC,,No,40.441435,-104.687255,Thrmnd2B,50709,GEN1,None,Natural Gas,Municipal,,
3614,ThermalEnrgyDev,Thermal Energy Dev Partnshp LP-GEN1,33806,1,0 (Existing),TRUE,6.Must Run Thermal,CIPV,CA-North,??,CA,Yes,137555,Bio-ST,Steam Turbine-Biomass,Biomass-Wood-Solid,N/A,N/A,N/A,24.2,24.2,24.2,Bio_Wood,4/26/1990,12/31/2050,US Renewables Group,,No,37.721631,-121.492534,ThermEgy1,10502,GEN1,#not designated,#N/A,Groundwater,,
3615,TGP_1,TGP-1,64114,C6,0 (Existing),TRUE,6.Must Run Thermal,SPPC,Basin,??,NV,Yes,910309,Geo-BinaryCycle,Binary Cycle,Geothermal,N/A,N/A,N/A,130,130,130,Geothermal,5/1/2013,4/15/2030,,,No,39.50942316,-117.9255274,??,,,#N/A,#N/A,#N/A,,
3616,TesoroCgn1,Tesoro SLC Cogeneration Plant-1,68020,1,0 (Existing),TRUE,5.Dispatchable Thermal,PAUT,Basin,??,UT,No,11930,CT-NatGas-Industrial,Combustion Turbine-Nat Gas-Industrial Frame,Gas-Natural Gas,N/A,N/A,N/A,12.5,12.5,12.5,NG_UT,6/1/2004,12/31/2050,Tesoro Refng Marketing Co Mntn Region,,No,40.788905,-111.904281,N/A,56509,1,None,Natural Gas,Municipal,,
3617,TesoroCgn2,Tesoro SLC Cogeneration Plant-2,68020,2,0 (Existing),TRUE,5.Dispatchable Thermal,PAUT,Basin,??,UT,No,11603,CT-NatGas-Industrial,Combustion Turbine-Nat Gas-Industrial Frame,Gas-Natural Gas,N/A,N/A,N/A,12.5,12.5,12.5,NG_UT,6/1/2004,12/31/2050,Tesoro Refng Marketing Co Mntn Region,,No,40.788905,-111.904281,N/A,56509,2,None,Natural Gas,Municipal,,
3618,TESLA_QF,TESLA AREA LUMPED QF UNITS-1,33540,1,0 (Existing),TRUE,"2-3. Hydro (TBD, Hourly or PLF/HTC)",CIPV,CA-North,??,CA,No,8285,Hydro,Hydro,Water,HY_Generic_2024[Keswick05],California,UseGivenSchedule,2.46,2.46,2.46,DefaultFuel,1/1/1982,12/31/2050,,,No,38.06142567,-120.5816393,N/A,,,#N/A,#N/A,#N/A,#N/A,
3619,Tesla_1,Tesla-1,73424,1,0 (Existing),TRUE,3.PLFHTC Hydro,WACM,RMPA,El Paso,CO,Yes,57855,Hydro,Hydro,Water,NA,East,PLF K=0 (Flat),27.6,27.6,27.6,DefaultFuel,4/1/1997,12/31/2050,City of Colorado Springs - (CO),,No,38.97274,-104.892379,TESLA,7233,1,None,Hydropower,Municipal,1,
3620,zyTermoMexiCC-ST,Termoelectrica de Mexicali-ST,22981,1,0 (Existing),FALSE,7.Plant Parts,CISD,CA-South,Mexico,MX,No,0,CCPart-Steam,Combined Cycle-Steam Part,Waste Heat,None,N/A,N/A,308,308,308,Waste_Heat,7/30/2003,12/31/2050,,,YES,Confidential,Confidential,N/A,,,#N/A,#N/A,#N/A,,
3621,zyTermoMexiCC-CT1,Termoelectrica de Mexicali-CT1,22982,1,0 (Existing),FALSE,7.Plant Parts,CISD,CA-South,Mexico,MX,No,0,CCPart-NatGas-Industrial,Combined Cycle-Gas Part-Industrial Frame,Gas-Natural Gas,None,N/A,N/A,180,180,180,NG_Baja,7/30/2003,12/31/2050,,,YES,Confidential,Confidential,N/A,,,#N/A,#N/A,#N/A,,
3622,zyTermoMexiCC-CT2,Termoelectrica de Mexicali-CT2,22983,1,0 (Existing),FALSE,7.Plant Parts,CISD,CA-South,Mexico,MX,No,0,CCPart-NatGas-Industrial,Combined Cycle-Gas Part-Industrial Frame,Gas-Natural Gas,None,N/A,N/A,180,180,180,NG_Baja,7/30/2003,12/31/2050,,,YES,Confidential,Confidential,N/A,,,#N/A,#N/A,#N/A,,
3623,TEP_Warehouse_1,TEP Warehouse-1,16609,C1,0 (Existing),TRUE,1.Hourly Renewable,TEPC,AZ-NM-NV,??,AZ,Yes,927,SolarPV-NonTracking,SolarPV-Non-Tracking,Sun,PV-Fixed_AZ_NO_2024[05],N/A,N/A,0.4,0.4,0.4,DefaultFuel,12/31/2012,4/15/2030,,,No,32.79834435,-110.8007319,??,,,#N/A,#N/A,#N/A,,
3624,zyFerndaleCC-CT1,Ferndale Generating Station-CT1A,42031,1,0 (Existing),FALSE,7.Plant Parts,PSEI,NWPP,Whatcom,WA,No,0,CCPart-NatGas-Industrial,Combined Cycle-Gas Part-Industrial Frame,Gas-Natural Gas,None,N/A,N/A,90.8,90.8,90.8,NG_WA,4/1/1994,12/31/2050,Puget Sound Energy Inc,,No,,,N/A,54537,CT1A,Recirculating,Natural Gas,Surface Water,,
3625,zyFerndaleCC-CT2,Ferndale Generating Station-CT1B,42032,2,0 (Existing),FALSE,7.Plant Parts,PSEI,NWPP,Whatcom,WA,No,0,CCPart-NatGas-Industrial,Combined Cycle-Gas Part-Industrial Frame,Gas-Natural Gas,None,N/A,N/A,90.8,90.8,90.8,NG_WA,4/1/1994,12/31/2050,Puget Sound Energy Inc,,No,,,N/A,54537,CT1B,Recirculating,Natural Gas,Surface Water,,
3626,zyFerndaleCC-ST,Ferndale Generating Station-ST1,42033,L,0 (Existing),FALSE,7.Plant Parts,PSEI,NWPP,Whatcom,WA,No,0,CCPart-Steam,Combined Cycle-Steam Part,Waste Heat,None,N/A,N/A,71.87,71.87,71.87,Waste_Heat,4/1/1994,12/31/2050,Puget Sound Energy Inc,,No,,,N/A,54537,ST1,Recirculating,Natural Gas,Surface Water,,
3627,zyJMShaferCC1-CT1,JM Shafer Generating Station-LMA,70487,G4,0 (Existing),FALSE,7.Plant Parts,PSCO,RMPA,??,CO,No,0,CCPart-NatGas-Industrial,Combined Cycle-Gas Part-Industrial Frame,Gas-Natural Gas,None,N/A,N/A,58.5,58.5,58.5,NG_CO,6/1/1994,12/31/2050,"Tri-State G & T Assn, Inc",,No,,,N/A,50707,LMA,Recirculating,Natural Gas,Municipal,,
3628,zyJMShaferCC1-CT2,JM Shafer Generating Station-LMB,70487,G5,0 (Existing),FALSE,7.Plant Parts,PSCO,RMPA,??,CO,No,0,CCPart-NatGas-Industrial,Combined Cycle-Gas Part-Industrial Frame,Gas-Natural Gas,None,N/A,N/A,58.5,58.5,58.5,NG_CO,6/1/1994,12/31/2050,"Tri-State G & T Assn, Inc",,No,,,N/A,50707,LMB,Recirculating,Natural Gas,Municipal,,
3629,zyJMShaferCC1-ST1,JM Shafer Generating Station-STA,70490,ST,0 (Existing),FALSE,7.Plant Parts,PSCO,RMPA,??,CO,No,0,CCPart-Steam,Combined Cycle-Steam Part,Waste Heat,None,N/A,N/A,47,47,47,Waste_Heat,6/1/1994,12/31/2050,"Tri-State G & T Assn, Inc",,No,,,N/A,50707,STA,Recirculating,Natural Gas,Municipal,,
3630,zyJMShaferCC2-CT3,JM Shafer Generating Station-LMC,70490,G3,0 (Existing),FALSE,7.Plant Parts,PSCO,RMPA,??,CO,No,0,CCPart-NatGas-Industrial,Combined Cycle-Gas Part-Industrial Frame,Gas-Natural Gas,None,N/A,N/A,58.5,58.5,58.5,NG_CO,7/1/1994,12/31/2050,"Tri-State G & T Assn, Inc",,No,,,N/A,50707,LMC,Recirculating,Natural Gas,Municipal,,
3631,zyJMShaferCC2-CT4,JM Shafer Generating Station-LMD,70495,G1,0 (Existing),FALSE,7.Plant Parts,PSCO,RMPA,??,CO,No,0,CCPart-NatGas-Industrial,Combined Cycle-Gas Part-Industrial Frame,Gas-Natural Gas,None,N/A,N/A,58.5,58.5,58.5,NG_CO,7/1/1994,12/31/2050,"Tri-State G & T Assn, Inc",,No,,,N/A,50707,LMD,Recirculating,Natural Gas,Municipal,,
3632,zyJMShaferCC2-CT5,JM Shafer Generating Station-LME,70495,G2,0 (Existing),FALSE,7.Plant Parts,PSCO,RMPA,??,CO,No,0,CCPart-NatGas-Industrial,Combined Cycle-Gas Part-Industrial Frame,Gas-Natural Gas,None,N/A,N/A,58.5,58.5,58.5,NG_CO,7/1/1994,12/31/2050,"Tri-State G & T Assn, Inc",,No,,,N/A,50707,LME,Recirculating,Natural Gas,Municipal,,
3633,zyJMShaferCC2-ST2,JM Shafer Generating Station-STB,70493,ST,0 (Existing),FALSE,7.Plant Parts,PSCO,RMPA,??,CO,No,0,CCPart-Steam,Combined Cycle-Steam Part,Waste Heat,None,N/A,N/A,47,47,47,Waste_Heat,7/1/1994,12/31/2050,"Tri-State G & T Assn, Inc",,No,,,N/A,50707,STB,Recirculating,Natural Gas,Municipal,,
3634,TaylorWind1_1,TaylorWind1-1,58670,T1,0 (Existing),TRUE,1.Hourly Renewable,AESO,Alberta,??,AB,Yes,3133,WT-Onshore,Wind-Onshore,Wind,WT-E_AB08_2024[05],N/A,N/A,1.01,1.01,1.01,DefaultFuel,12/1/2004,12/1/2050,Alberta Int. Electric System,,YES,Confidential,Confidential,N/A,,,#N/A,#N/A,#N/A,,
3635,TaylorWind2_2,TaylorWind2-2,58670,T2,0 (Existing),TRUE,1.Hourly Renewable,AESO,Alberta,??,AB,Yes,3133,WT-Onshore,Wind-Onshore,Wind,WT-E_AB08_2024[05],N/A,N/A,1.01,1.01,1.01,DefaultFuel,12/1/2004,12/1/2050,Alberta Int. Electric System,,YES,Confidential,Confidential,N/A,,,#N/A,#N/A,#N/A,,
3636,TaylorWind3_3,TaylorWind3-3,58670,T3,0 (Existing),TRUE,1.Hourly Renewable,AESO,Alberta,??,AB,Yes,3133,WT-Onshore,Wind-Onshore,Wind,WT-E_AB08_2024[05],N/A,N/A,1.01,1.01,1.01,DefaultFuel,12/1/2004,12/1/2050,Alberta Int. Electric System,,YES,Confidential,Confidential,N/A,,,#N/A,#N/A,#N/A,,
3637,TaylorHydro,TaylorHydroPlant-G-1,58670,T4,0 (Existing),TRUE,2.Hourly Hydro,AESO,Alberta,??,AB,No,34903,Hydro,Hydro,Water,HY_Taylor_2024[05],Alberta,UseGivenSchedule,14,14,14,DefaultFuel,3/1/2000,12/1/2050,Alberta Int. Electric System,,YES,Confidential,Confidential,TAYLOR,,,#N/A,#N/A,#N/A,#N/A,
3644,Taylor_Draw,Taylor Draw Hydroelectric Facility-COX1,70654,H8,0 (Existing),TRUE,3.PLFHTC Hydro,PSCO,RMPA,??,CO,Yes,7207,Hydro,Hydro,Water,None,East,PLF K=0 (Flat),2.3,2.3,2.3,DefaultFuel,4/1/1993,12/31/2050,Rio Blanco Water Conserv Dist,,No,40.120306,-108.706353,CO State Rollup,54729,COX1,None,Hydropower,Surface Water,1,
3645,Tamarack,Tamarack Energy Partnership-GEN1,60220,1,0 (Existing),TRUE,6.Must Run Thermal,IPTV,Basin,Adams,ID,Yes,33621,Bio-ST,Steam Turbine-Biomass,Biomass-Wood-Solid,N/A,N/A,N/A,5,5,5,Bio_Wood,6/1/1983,12/31/2050,Tamarack Energy Partners,,No,45.18009,-116.301509,N/A,50099,GEN1,#not designated,#N/A,Groundwater,,
3646,NewMexicoWindEC,New Mexico Wind Energy Center-GE15,10997,1,0 (Existing),TRUE,1.Hourly Renewable,PNM,AZ-NM-NV,??,NM,Yes,714033,WT-Onshore,Wind-Onshore,Wind,WT-E_NM_EA_2024[05],N/A,N/A,204,204,204,DefaultFuel,9/1/2003,7/1/2028,FPL Energy New Mexico Wind LLC,,No,34.648806,-104.012397,NM Wind_EC1,56097,GE15,None,Wind,Unknown Freshwater,,
3647,Tacoma_1,Tacoma-1,70654,H9,0 (Existing),TRUE,3.PLFHTC Hydro,PSCO,RMPA,??,CO,Yes,7207,Hydro,Hydro,Water,None,East,PLF K=0 (Flat),2.3,2.3,2.3,DefaultFuel,12/1/1905,12/31/2049,Public Service Co of Colorado,,No,37.559502,-107.820576,CO State Rollup,6206,1,None,Hydropower,Surface Water,1,
3648,Tacoma_2,Tacoma-2,70654,I1,0 (Existing),TRUE,3.PLFHTC Hydro,PSCO,RMPA,??,CO,Yes,7207,Hydro,Hydro,Water,None,East,PLF K=0 (Flat),2.3,2.3,2.3,DefaultFuel,12/1/1904,12/31/2049,Public Service Co of Colorado,,No,37.559502,-107.820576,CO State Rollup,6206,2,None,Hydropower,Surface Water,1,
3650,TableMountainQF,TABLE MOUNTAIN AREA LUMPED QF UNITS-1,30300,1,0 (Existing),TRUE,"2-3. Hydro (TBD, Hourly or PLF/HTC)",CIPV,CA-North,??,CA,No,19533,Hydro,Hydro,Water,HY_Generic_2024[Keswick05],California,UseGivenSchedule,5.8,5.8,5.8,DefaultFuel,1/1/1983,12/31/2050,,,No,38.06142567,-120.5816393,N/A,,,#N/A,#N/A,#N/A,#N/A,
3651,TABER_WG1_1,TABER_WG1-1,56634,1,0 (Existing),TRUE,1.Hourly Renewable,AESO,Alberta,??,AB,Yes,124088,WT-Onshore,Wind-Onshore,Wind,WT-E_AB08_2024[05],N/A,N/A,40,40,40,DefaultFuel,9/1/2007,12/1/2050,Alberta Int. Electric System,,No,52.7669837,-114.023529,Taber Wind_1,,,#N/A,#N/A,#N/A,,
3652,TABER_WG2_2,TABER_WG2-2,57534,1,0 (Existing),TRUE,1.Hourly Renewable,AESO,Alberta,??,AB,Yes,124088,WT-Onshore,Wind-Onshore,Wind,WT-E_AB08_2024[05],N/A,N/A,40,40,40,DefaultFuel,12/1/2006,12/1/2050,Alberta Int. Electric System,,No,52.7669837,-114.023529,Taber Wind_1,,,#N/A,#N/A,#N/A,,
3653,UASTP_II_UATP2,UASTP II-UATP2,16631,C2,0 (Existing),TRUE,1.Hourly Renewable,TEPC,AZ-NM-NV,Pima,AZ,Yes,6492,SolarPV-NonTracking,SolarPV-Non-Tracking,Sun,PV-Fixed_AZ_NO_2024[05],N/A,N/A,2.8,2.8,2.8,DefaultFuel,12/31/2011,12/31/2050,Tucson Electric Power Co,,No,32.221553,-110.969754,??,57717,UATP2,None,Biomass,Unknown Freshwater,,
3654,zySyncrudeCC-CT1,Syncrude G1-1,59209,G1,0 (Existing),FALSE,7.Plant Parts,AESO,Alberta,??,AB,No,0,CCPart-NatGas-Industrial,Combined Cycle-Gas Part-Industrial Frame,Gas-Natural Gas,None,N/A,N/A,57.6,57.6,57.6,NG_AB,1/1/1978,12/1/2050,Alberta Int. Electric System,,YES,Confidential,Confidential,N/A,,,#N/A,#N/A,#N/A,,
3655,zySyncrudeCC-CT2,Syncrude G2-2,59909,G2,0 (Existing),FALSE,7.Plant Parts,AESO,Alberta,??,AB,No,0,CCPart-NatGas-Industrial,Combined Cycle-Gas Part-Industrial Frame,Gas-Natural Gas,None,N/A,N/A,46.6,46.6,46.6,NG_AB,1/1/1978,12/1/2050,Alberta Int. Electric System,,YES,Confidential,Confidential,Syncrude2,,,#N/A,#N/A,#N/A,,
3656,zySyncrudeCC-CT20,Syncrude G20-20,58207,1,0 (Existing),FALSE,7.Plant Parts,AESO,Alberta,??,AB,No,0,CCPart-NatGas-Industrial,Combined Cycle-Gas Part-Industrial Frame,Gas-Natural Gas,None,N/A,N/A,82,82,82,NG_AB,7/1/1999,12/1/2050,Alberta Int. Electric System,,YES,Confidential,Confidential,??,,,#N/A,#N/A,#N/A,,
3657,zySyncrudeCC-CT21,Syncrude G21-21,56206,2,0 (Existing),FALSE,7.Plant Parts,AESO,Alberta,??,AB,No,0,CCPart-NatGas-Industrial,Combined Cycle-Gas Part-Industrial Frame,Gas-Natural Gas,None,N/A,N/A,78,78,78,NG_AB,12/1/2005,12/1/2050,Alberta Int. Electric System,,YES,Confidential,Confidential,??,,,#N/A,#N/A,#N/A,,
3658,zySyncrudeCC-CT3,Syncrude G3-3,57209,G3,0 (Existing),FALSE,7.Plant Parts,AESO,Alberta,??,AB,No,0,CCPart-NatGas-Industrial,Combined Cycle-Gas Part-Industrial Frame,Gas-Natural Gas,None,N/A,N/A,23,23,23,NG_AB,1/1/1978,12/1/2050,Alberta Int. Electric System,,YES,Confidential,Confidential,Syncrude3,,,#N/A,#N/A,#N/A,,
3659,zySyncrudeCC-CT4,Syncrude G4-4,57210,G4,0 (Existing),FALSE,7.Plant Parts,AESO,Alberta,??,AB,No,0,CCPart-NatGas-Industrial,Combined Cycle-Gas Part-Industrial Frame,Gas-Natural Gas,None,N/A,N/A,50,50,50,NG_AB,1/1/1978,12/1/2050,Alberta Int. Electric System,,YES,Confidential,Confidential,Syncrude4,,,#N/A,#N/A,#N/A,,
3660,zySyncrudeCC-CT5,Syncrude G5-5,58210,G5,0 (Existing),FALSE,7.Plant Parts,AESO,Alberta,??,AB,No,0,CCPart-NatGas-Industrial,Combined Cycle-Gas Part-Industrial Frame,Gas-Natural Gas,None,N/A,N/A,23,23,23,NG_AB,1/1/1978,12/1/2050,Alberta Int. Electric System,,YES,Confidential,Confidential,Syncrude5,,,#N/A,#N/A,#N/A,,
3661,zySyncrudeCC-CT6,Syncrude G6-6,59210,G6,0 (Existing),FALSE,7.Plant Parts,AESO,Alberta,??,AB,No,0,CCPart-NatGas-Industrial,Combined Cycle-Gas Part-Industrial Frame,Gas-Natural Gas,None,N/A,N/A,70,70,70,NG_AB,1/1/1978,12/1/2050,Alberta Int. Electric System,,YES,Confidential,Confidential,Syncrude6,,,#N/A,#N/A,#N/A,,
3662,zySyncrudeCC-ST4,Syncrude-UE-1-G11-4,57233,11,0 (Existing),FALSE,7.Plant Parts,AESO,Alberta,??,AB,No,0,CCPart-Steam,Combined Cycle-Steam Part,Waste Heat,None,N/A,N/A,26,26,26,Waste_Heat,2/1/2007,12/1/2050,Alberta Int. Electric System,,YES,Confidential,Confidential,??,,,#N/A,#N/A,#N/A,,
3663,zySyncrudeCC-ST5,Syncrude-UE-1-G12-5,56233,12,0 (Existing),FALSE,7.Plant Parts,AESO,Alberta,??,AB,No,0,CCPart-Steam,Combined Cycle-Steam Part,Waste Heat,None,N/A,N/A,72,72,72,Waste_Heat,6/1/2005,12/1/2050,Alberta Int. Electric System,,YES,Confidential,Confidential,??,,,#N/A,#N/A,#N/A,,
3664,Sycamore1,Sycamore Energy 1-1,22120,T1,0 (Existing),TRUE,6.Must Run Thermal,CISD,CA-South,San Diego,CA,Yes,1556,Bio-ICE,Internal Combustion Engine (ICE),Biomass-LandfillGas,N/A,N/A,N/A,0.9,0.9,0.9,Bio_Landfill_gas,1/1/1988,12/31/2050,Sycamore Energy 1 LLC,,No,32.848689,-117.019504,??,10387,1,None,Biomass,Unknown Freshwater,,
3665,Sycamore1-2,Sycamore Energy 1-2,22120,T2,0 (Existing),TRUE,6.Must Run Thermal,CISD,CA-South,San Diego,CA,Yes,1559,Bio-ICE,Internal Combustion Engine (ICE),Biomass-LandfillGas,N/A,N/A,N/A,0.9,0.9,0.9,Bio_Landfill_gas,1/1/1988,12/31/2050,Sycamore Energy 1 LLC,,No,32.848689,-117.019504,??,10387,2,None,Biomass,Unknown Freshwater,,
3666,Sycamore1A,Sycamore Energy 1-1A,22120,T3,0 (Existing),TRUE,6.Must Run Thermal,CISD,CA-South,San Diego,CA,Yes,2080,Bio-CT,Combustion Turbine-Biomass,Biomass-LandfillGas,N/A,N/A,N/A,1.2,1.2,1.2,Bio_Landfill_gas,5/19/2011,12/31/2050,Sycamore Energy 1 LLC,,No,32.848689,-117.019504,??,10387,1A,None,Biomass,Unknown Freshwater,,
3667,Sycamore1-2A,Sycamore Energy 1-2A,22120,T4,0 (Existing),TRUE,6.Must Run Thermal,CISD,CA-South,San Diego,CA,Yes,2074,Bio-CT,Combustion Turbine-Biomass,Biomass-LandfillGas,N/A,N/A,N/A,1.2,1.2,1.2,Bio_Landfill_gas,5/19/2011,12/31/2050,Sycamore Energy 1 LLC,,No,32.848689,-117.019504,??,10387,2A,None,Biomass,Unknown Freshwater,,
3668,Sycamore1-3,Sycamore Energy 1-3,22120,2,0 (Existing),TRUE,6.Must Run Thermal,CISD,CA-South,San Diego,CA,Yes,13646,Bio-ICE,Internal Combustion Engine (ICE),Biomass-LandfillGas,N/A,N/A,N/A,3,3,3,Bio_Landfill_gas,7/14/2004,12/31/2050,Sycamore Energy 1 LLC,,No,32.848689,-117.019504,??,10387,3,None,Biomass,Unknown Freshwater,,
